회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인당부가가치,R & D 투자효율,경상개발비율,매출원가감소율여부,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부,기업수명주기,통계청 한국표준산업분류 10차(세세분류),회생기업1,회생기업2
(주)국보,1140,201312,0.36,-0.18,9.26,-4.38,-11.91,-4.31,7.98,-3.29,-12.1,0.74,0.62,-3.91,1.19,144.44,4.13,2.89,5.81,3.68,1.76,3.06,-12.91,67.35,66,1.05,230.27,33.69,-0.59,-0.34,-1.21,30.28,37.3,38.06,134.39,186.64,69.72,2,-4.12,-18.45,244543.47,29961.57,568.3,0,8.36,7.02,47512.49,0,0,0,0,0,0,0,1,2,      일반 화물자동차 운송업,0,
(주)국보,1140,201412,-1.31,-7.44,-2.41,-15.36,-24.01,-16.7,6.12,-7.18,-26.72,-2.55,-2.47,-7.39,1.03,129.55,4.02,2.33,5.58,3.72,1.42,2.82,-8.25,57.27,56.06,1.15,302.32,35.98,1.88,1.32,3.93,24.86,34.07,34.8,134.87,244.49,75.14,2.1,-2.81,-25.97,242859.41,20577.45,535.33,0,5.73,5.34,30648.53,0,0,0,0,0,0,0,0,5,      일반 화물자동차 운송업,0,
(주)국보,1140,201512,-1.55,-8.7,-2.09,-15.5,-18.62,-6.05,6.41,-4.41,-19.71,-2.83,-2.69,-4.65,1.05,159.02,4.66,2.24,6.55,4.47,1.38,3.14,-7.13,51.02,50.23,0.83,351.32,36.55,-0.83,-0.59,-1.77,22.16,31.71,32.21,138.47,284.93,77.84,1.54,-1.61,-30.92,219698.07,1080.26,451.55,0,9.83,8.91,44388.75,0,0,0,0,0,0,0,1,5,      일반 화물자동차 운송업,0,
(주)국보,1140,201612,0.14,-2.14,-1.9,-2.66,-17.02,-4.68,8.86,-4.79,-24.86,0.25,0.23,-5.09,1.06,201.52,4.86,2.18,5.96,5.19,1.34,3.31,-6.06,47.45,46.76,0.59,432.28,36.01,-0.25,-0.19,-0.56,18.79,31.57,32.03,104.9,359.35,81.21,1.45,-1.31,-35.48,279274.4,1399.77,572.6,0,8.51,7.93,48754.3,0,0.00395232,0,0,0,0,0,0,4,      일반 화물자동차 운송업,0,
(주)국보,1140,201712,-2.66,-9.89,-0.73,-28.86,16.84,-10.39,7.56,-3.69,-17.45,-5.09,-5.03,-3.74,1.01,184.97,4.94,1.98,4.94,4.72,1.29,3.51,-5.74,40.45,39.56,2.16,310.51,38.13,-2.34,-1.66,-4.65,24.36,24.74,25.29,90.27,256.68,75.64,2.19,-1.49,-37.24,309982.62,1565.09,576.93,0,6.67,6.25,38508.27,0,0.00395232,0,1,0,0,0,0,1,      일반 화물자동차 운송업,0,
(주)국보,1140,201812,-4.03,-34.23,-58.01,-36.54,-24.86,-8.57,5.05,-5.59,-25.59,-8.72,-7.4,-6.59,1.18,178.76,5.87,2.56,5.75,4.58,1.59,4.72,-8.74,41.81,40.55,1.33,259.29,26.45,-13.2,-6.42,-36.01,27.83,23.67,24.4,104.1,209.71,72.17,3.02,-2.17,-33.97,134381.59,386.72,391.77,0,19.1,12.86,74818.29,0,0.027565534,0,0,0,0,0,0,5,      일반 화물자동차 운송업,0,
(주)국보,1140,201912,-0.35,139.39,-30.63,499.18,113.27,24.51,19.91,-7.49,-31.78,-1.18,-1.09,-8.16,1.09,3.26,7.23,6.36,8.31,4.24,1.47,2.17,-36.94,93.59,35.9,7.4,303.29,24.54,-9.21,-8.97,-28.22,24.8,23.43,61.08,104.6,263.18,75.2,61.65,-900.53,-4.18,84312.21,349.76,848.21,0,7.03,9.1,59591.76,0,0.027565534,0,0,0,0,0,0,1,      일반 화물자동차 운송업,0,
인터지스(주),129260,201112,4.79,-55.09,-21.38,-73.63,-63.74,-50.64,9.16,3.76,3.81,4.21,5.8,2.73,0.73,17.84,3.87,2.4,5.82,1.01,2.56,1.32,59.76,111.8,110.16,21.66,62.52,19.84,31.81,10.45,61.68,61.53,36.6,37.14,189.18,53.99,38.47,1.46,13.87,3.92,240900.94,0,584.23,60.91834687,25.12,21.44,146752.87,0,0,0,0,0,0,0,1,2,      일반 화물자동차 운송업,0,
인터지스(주),129260,201212,3.12,39.97,7.4,12.34,-2.07,17.72,7.27,0.12,0.27,4.37,3.8,0.14,1.15,100.77,5.09,3.09,9.3,2.26,2.33,3.5,-116.27,94.62,90.1,10.38,132.3,38.81,12.95,7.49,19,43.05,28.39,29.81,171.54,73.19,56.95,4.78,-84.08,-1.69,246723.61,0,774.92,47.57055397,15.15,15.37,117367.79,0,0,0,0,0,0,0,0,3,      일반 화물자동차 운송업,0,
인터지스(주),129260,201312,2.31,-0.03,12.87,12.16,-5.92,15.96,6.93,-2.3,-6.3,3.86,3.38,-2.63,1.14,76.9,4.96,3.25,9.63,2.74,1.96,3.61,120.15,106.03,101.78,6.45,146.83,38.8,8.5,4.42,13.03,40.51,32.11,33.45,208,77.86,59.49,4.01,70.49,1.9,288529.35,0,827.81,60.44688507,21.07,18.43,174407,0,0,0,0,0,0,0,1,2,      일반 화물자동차 운송업,0,
인터지스(주),129260,201412,3.91,9.13,7.56,21.93,7.32,10.17,8.3,0.63,1.88,5.99,4.97,0.75,1.2,44.09,4.74,3.25,10.19,3,2.01,3.39,-255.75,97.64,88.31,3.02,150.98,36.81,2.43,1.27,3.97,39.84,33.8,37.37,217.87,96.05,60.16,9.55,-395.7,-0.9,302976.89,0,874.94,85.57909936,29.63,25.68,259284.9,0,0,0,1,0,0,0,0,1,      일반 화물자동차 운송업,0,
인터지스(주),129260,201512,4.61,5.6,1.09,2.09,7.65,3.82,8.22,2.2,6.36,5.69,4.88,2.56,1.17,49.69,4.3,3.24,10.3,2.9,1.95,3.17,145.32,104.52,102.18,8.29,146.19,29.31,0.24,0.13,0.49,40.62,35.32,36.13,259.98,85.1,59.38,2.24,51.84,1.56,293925.31,0,915.93,96.79382115,31.06,27.38,284501.54,0,0,0,0,0,0,0,0,4,      일반 화물자동차 운송업,0,
인터지스(주),129260,201612,1.57,-2.71,-1.42,-7.62,2.88,-22.37,6.85,1.58,3.39,2.06,2.31,1.41,0.89,128.63,3.26,2.52,8.7,2.14,1.53,2.53,-60.77,92.01,90.72,5.67,132.83,26.69,1.92,1.21,4.1,42.95,33.82,34.3,272.73,86.8,57.05,1.4,-16.08,-2.98,307034,0,933.19,62.36390262,20.52,22.67,191478.38,0,0,0,0,0,0,0,0,4,      일반 화물자동차 운송업,0,
인터지스(주),129260,201712,2.02,-0.97,13.7,-2.12,9.96,7.86,7.29,1.18,2.55,2.91,2.97,1.16,0.98,219.38,3.84,2.56,9.93,2.17,1.79,2.88,25.73,129.2,127.87,16.41,109.67,25.16,6.86,3.64,14.26,47.69,33.55,33.9,243.18,55.02,52.31,1.03,4.56,7.66,354045.28,0,932.57,63.4077691,24.07,24.42,224492.22,0,0,0,0,0,0,0,1,4,      일반 화물자동차 운송업,0,
인터지스(주),129260,201812,1.51,-7.67,1.37,3.77,-8.02,-1.9,6.8,-2.87,-6.06,1.92,1.91,-2.89,1.01,160.86,3.82,2.35,10.24,2.11,1.92,2.8,206.03,102.74,100.49,10.87,110.47,27.95,3.28,1.64,6.15,47.51,37.27,38.11,290.05,78.06,52.49,2.19,82.14,1.02,471851.91,0,1066.02,50.8133163,22.49,21.47,239763.61,0,0,0,0,0,0,0,0,5,      일반 화물자동차 운송업,0,
인터지스(주),129260,201912,0.87,-10.66,-19.77,-13.52,-19.34,-2.9,7.27,-9.21,-21.82,1.46,1.36,-9.89,1.07,118.67,3.74,2.51,10.41,2.37,1.97,2.86,133,104.87,102.47,9.28,133.1,29.52,1.78,0.89,3.45,42.9,36.04,36.89,260.06,81.99,57.1,2.29,49.32,1.71,329522.22,0,848.47,32.35204301,12.56,11.04,106607.17,0,0,0,1,0,0,0,1,4,      일반 화물자동차 운송업,0,
영화테크(주),265560,201712,47.02,-70.32,-90.35,-50.28,-35.72,-71.69,23.18,9.81,8.91,4.43,11.63,4.21,0.4,2.47,2,0.79,5.21,0.84,0.75,0.87,3.89,345.7,304.02,107.12,31.12,7.99,59,13.1,150.8,76.27,61.31,69.72,208.05,26.44,23.73,12.06,16.96,49.55,96431.54,82592.86,432.07,122.1981966,27.27,28.29,117837.61,2.49,0,0,0,0,0,0,1,2,    자동차용 신품 동력전달장치 및 전기장치 제조업,0,
영화테크(주),265560,201812,48.85,-4.03,15.15,-11.47,1.55,-9.58,18.18,7.29,8.27,5.22,5.87,6.49,0.89,8.21,4.89,3.48,9.12,1.13,4.13,1.33,3.69,424.86,363.13,38.02,23.91,6.27,63.7,13.53,195.99,80.7,54.97,64.31,158.99,18.76,19.3,14.53,19,49.18,115246.05,32033.37,452.94,96.34116598,24.51,26.99,111029.38,3.2,0,0,0,0,0,0,1,3,    자동차용 신품 동력전달장치 및 전기장치 제조업,0,
영화테크(주),265560,201912,-30.83,-5.07,9.74,-10.71,-4.77,-16.68,11.8,-3.33,-3.2,-2.62,-3.37,-2.59,0.78,6.99,6.18,2.58,9.58,0.96,4.05,1.24,3.62,366.96,304.58,20.38,23.52,6.94,41.28,9.86,113.3,80.96,50.21,60.49,150.18,20.36,19.04,17,23.37,44.01,133707.76,131654.27,454.44,51.37359689,15.12,18.96,68690.49,4.07,0,0,0,0,0,0,0,3,    자동차용 신품 동력전달장치 및 전기장치 제조업,0,
대우전자부품(주),9320,201112,-3.27,-1.12,5.08,15.88,0.12,-2.62,7.28,-24.6,-27.73,-10.42,-18.97,-13.51,0.55,6.98,5.24,0.83,7.5,1.13,1.07,2.24,23,122.16,85.93,8.37,104.03,34.9,-25.18,-23.25,-36.79,49.01,18.62,26.47,116.37,44.21,50.99,29.66,163.47,4.8,216352.14,328706.22,316.85,0,5.63,10.19,17824.31,2.92,0.012220344,0,0,0,0,0,0,1,  자동차 신품 부품 제조업,0,
대우전자부품(주),9320,201212,-2.98,2.02,-2.04,20.69,-14.79,6.38,8.36,-13.6,-17.61,-8.13,-13.99,-7.91,0.58,6.17,4.2,0.87,4.63,1.29,1.06,2.01,-39.43,91.47,64.02,7.56,144.28,35.18,-2.1,-2.15,-3.52,40.94,21.92,31.32,104.64,83.64,59.06,30.01,-321.89,-2.92,198225.53,262152.7,302.31,0,13.79,23.95,41682.66,2.24,0,0,0,0,0,0,0,3,  자동차 신품 부품 제조업,0,
대우전자부품(주),9320,201312,-1.64,5.96,-37.74,84.29,-12.92,10.12,12.79,-12.14,-20.1,-4.09,-6.65,-7.48,0.62,5.75,4.24,1.19,4.78,1.66,0.98,1.42,10.49,126.49,104.93,9.4,197.24,34.19,-0.2,-0.23,-0.4,33.64,45.19,54.47,121.22,128.01,66.36,17.05,81.4,11.41,115171.58,302077.23,371.06,45.15002616,14.01,23.42,52000,1.17,0,0,0,0,0,0,1,1,  자동차 신품 부품 제조업,0,
대우전자부품(주),9320,201412,1.2,25.65,113.82,-33.29,62.11,19.4,22.97,1.04,1.69,2.99,4.72,0.66,0.63,5.81,4.21,1.18,6.76,1.62,1.04,1.57,-7.72,66.25,48.63,9.23,130.38,28.54,1.13,1.12,2.24,43.41,21.23,28.92,197.03,100.58,56.59,26.59,-52.18,-14.74,253072.26,134753.77,393.99,27.01299392,17.35,30.52,68362.39,2.94,0,0,0,0,0,0,1,2,  자동차 신품 부품 제조업,0,
대우전자부품(주),9320,201512,2.72,14.16,4.93,38.49,19.45,52.59,18.96,2.32,4.23,4.06,5.01,1.88,0.81,7.16,4.74,1.29,6.96,1.82,1.46,2.52,-31.72,87.98,61.74,14.28,120.17,30.82,8.59,6.17,15.21,45.42,24.62,35.09,119.29,87.79,54.58,29.82,-218.39,-4.79,246675.84,144936.6,412.05,31.25985769,18.71,24.62,77110.52,1.92,0,0,0,0,0,0,0,2,  자동차 신품 부품 제조업,0,1
대우전자부품(주),9320,201612,3.73,4.39,0.19,9.71,22.05,10.36,18.86,4.6,7.64,4.14,5.05,3.77,0.82,6.66,4.46,1.39,6.36,1.66,1.62,2.28,65.93,107.08,79.31,22.32,88.31,28.64,14.5,8.46,23.75,53.1,27.31,36.87,167.14,64.84,46.9,25.94,392.38,2.44,238010.6,152026.3,411.57,0,21.72,27.03,89381.6,3.43,0,0,0,0,0,0,0,3,  자동차 신품 부품 제조업,0,1
대우전자부품(주),9320,201712,6.66,1.47,5.1,-11.25,7.67,8.31,20.31,5.01,7.91,4.44,5.14,4.33,0.86,7.09,4.94,1.47,8.76,1.58,1.91,2.5,-405.22,98.7,68.57,17.2,77.48,26.35,19.41,9.88,32.16,56.35,22.4,32.25,184.32,57.98,43.65,30.53,-2325.76,-0.42,213032.81,146295.1,375.88,35.87699819,20.33,23.71,76429.78,3.97,0,0,0,0,0,0,1,3,  자동차 신품 부품 제조업,0,1
대우전자부품(주),9320,201812,3.68,7.9,-1.53,30.15,2.89,11.31,17.54,1.84,2.98,0,0,1.69,0.92,7.6,4.4,1.68,8.32,1.62,2.12,2.59,138.85,103.41,75.12,6.14,80.2,0,8.93,4.49,0,55.49,28.02,38.58,188.12,67.22,44.51,27.36,828.52,1.27,187833.23,124980.36,361.33,0,0,0,0,3.57,0,0,0,0,0,0,0,2,  자동차 신품 부품 제조업,0,1
대우전자부품(주),9320,201912,-1.37,9.41,8.19,9.83,-6.02,-14.69,14.71,-4.64,-6.5,0,0,-3.34,0.72,4.93,3.19,1.39,4.97,1.4,1.48,1.86,-23.98,87.07,55.08,1.02,109.78,0,3.6,2.73,0,47.67,24.5,38.73,132.19,93.3,52.33,36.74,-247.39,-5.75,175533.78,125720.4,344.36,0,0,0,0,4.69,0,0,0,0,0,0,0,2,  자동차 신품 부품 제조업,0,
모트렉스(주),118990,201712,13.32,166.77,284,164.9,231.67,512.39,24.81,7.89,22.58,19.17,10.42,14.51,1.84,7.84,9.34,21.6,16.35,2.86,5.15,2.52,5.87,245.43,172.99,18.09,47.31,7.3,26.23,6.66,115.46,67.88,51.29,72.77,133.98,43.68,32.12,29.51,49.81,43.12,68317.6,5557.74,746.31,287.4328463,26.31,20.8,196367.22,0.14,0,0,0,0,0,0,1,2,  자동차 신품 부품 제조업,0,
모트렉스(주),118990,201812,-0.21,116.62,428.02,26.8,-7.38,-16.48,16.41,-1.11,-1.8,-0.12,-0.18,-0.74,0.67,2.71,3.9,3.62,6.78,1.62,1.14,1.28,6.21,158.43,83.52,12.84,244.55,35.83,1.59,2.32,3.15,29.02,22.46,42.6,188.26,92.64,70.98,47.28,128.2,15.71,263469.8,50102.37,1276.32,24.23573002,5,10.26,63853.83,0.08,0,0,0,0,1,0,1,1,  자동차 신품 부품 제조업,0,
모트렉스(주),118990,201912,-0.21,1.79,10.54,8.18,-31.14,47.35,13.91,-12.26,-35.95,-0.6,-0.84,-8.73,0.71,3.14,4.33,3.01,7.7,2.93,0.94,1.62,21.84,116.66,68.05,12.28,409.29,38.34,0.75,0.85,1.57,19.64,26.41,45.27,145.5,197.65,80.36,41.67,291.77,6.47,318023.92,55305.9,1397.17,29.31731294,6.67,9.45,93236.07,0.18,0,0,1,0,0,0,0,2,  자동차 신품 부품 제조업,0,
에스맥(주),97780,201112,43.77,45.4,14.43,57.46,82.93,101.6,11.22,7.8,53.74,28.65,8.47,26.36,3.38,15.72,10.11,14.38,10.09,6.89,6.64,4.46,16.65,178.02,133.51,30.5,86.81,7.75,17.54,2.86,105.13,53.53,58.64,78.19,142.23,82.05,46.47,25,57.05,34.27,177325.61,102888.42,854.97,187.403328,38.87,13.62,332314.1,0,0,0,0,0,0,0,1,1,  자동차 신품 부품 제조업,0,
에스맥(주),97780,201212,92.65,23.49,92.06,-4.79,27.73,8.71,10.28,5.51,28.06,20.58,7.41,15.31,2.78,15.97,8.79,10.03,9.69,5.09,6.11,4.06,25.78,147.78,117.39,48.35,80.61,7.89,35.96,6.39,203.36,55.37,47.89,60.28,76.86,73.68,44.63,20.56,63.6,19.49,230738.67,113423.75,808.44,107.456763,30.67,12.21,247944.31,0,0,0,0,0,1,0,1,2,  자동차 신품 부품 제조업,0,
에스맥(주),97780,201312,46.46,17.34,45.47,2.27,24.62,14.64,11.95,4.96,22.97,22.71,8.57,13.14,2.65,21.42,11.9,7.12,12.34,4.63,6.2,4.72,35.42,135.83,110.97,45.45,70.06,15.53,52.23,8.77,138.52,58.8,42.92,52.54,132.3,65.78,41.2,18.3,69.39,13.86,346601.76,197806.89,910.53,78.2599156,29.79,12.14,271250.24,0,0,0,1,0,0,0,0,2,  자동차 신품 부품 제조업,0,
에스맥(주),97780,201412,-3.94,-21.22,5.03,-36.61,-10.57,-57.78,4.59,-5.92,-11.01,-2.17,-1.87,-6.86,1.16,11.68,7.46,2.48,9.33,1.86,3.08,2.41,16.39,161.21,125.79,57.83,49.79,22.39,42.14,10.65,62.58,66.76,32.99,42.28,73.85,39.28,33.24,21.97,57.86,16.05,443892.75,338131.46,823.07,20.09213065,10.84,8.24,89187.51,0,0,0,0,0,0,0,0,2,  자동차 신품 부품 제조업,0,
에스맥(주),97780,201512,-25.28,-23.47,-32.27,-11.09,-35.95,-15.02,-6.55,-21.46,-43.8,-16.9,-13.34,-27.17,1.27,15.53,11.91,2.45,12.06,2.04,3.34,2.8,22.08,136.87,114.83,34.13,78.98,29.31,12.87,3.89,19.38,55.87,41.21,49.12,97.17,64.24,44.13,16.1,59.77,13.23,455269.4,482231.54,962.58,-66.83872596,-31.61,-21.64,-304296.27,0,0,0,1,0,0,0,0,4,  자동차 신품 부품 제조업,0,
에스맥(주),97780,201612,-0.97,34.05,-19.59,21.64,32.01,-30.14,4.4,-2.86,-4.5,-2.12,-2.43,-2.49,0.87,15.2,8.64,2.35,8.9,1.57,1.95,1.87,11.13,144.29,132.39,91.85,81.75,12.19,9.21,5.44,33.96,55.02,40.9,44.57,89.15,56.14,44.98,8.25,26.88,13.68,545540.06,669532.01,1970.19,38.35544164,10.62,13.95,209244.3,0,0,0,0,0,0,0,1,2,  자동차 신품 부품 제조업,0,
에스맥(주),97780,201712,4.65,7.93,-2.79,10.17,35.99,20.6,14.02,4.66,6.59,5.92,6.71,4.12,0.88,19.72,10.64,3.22,12.49,1.41,2.35,1.96,11.18,150.26,137.02,73.92,44.24,9.83,29.49,10.63,91.99,69.33,41.49,45.5,65.65,43.68,30.67,8.81,26.35,15.22,578339.04,87120.9,2221.9,65.49536716,17.05,20.04,378785.28,1.36,0,0,0,0,0,0,0,2,  자동차 신품 부품 제조업,0,
에스맥(주),97780,201812,5.01,72.8,8.38,62.21,72.69,-15.95,19.68,5.98,4.53,4.53,8.63,3.14,0.52,8.55,4.19,2.64,5.38,0.76,1.71,1.2,3.94,196.51,171.42,59.88,44.33,8.65,15.74,11.68,55.87,69.28,37.26,42.71,121.81,31.37,30.72,12.77,26,20.98,795677.22,91754.25,4952.29,61.4651874,9.88,23.87,489064.49,2.81,0,0,0,0,0,0,1,2,  자동차 신품 부품 제조업,0,1
에스맥(주),97780,201912,1.48,2.37,16.68,21.18,-0.33,18.85,16.46,-8.29,-5.9,3.1,6.38,-4.03,0.49,7.18,3.67,2.78,4.98,0.71,1.54,1.04,4.77,166.14,146.91,64.51,48.24,7.87,17.02,11.53,70.36,67.46,44.71,50.56,116.54,45.11,32.54,11.58,29.08,20.13,763643.48,121148.24,4372.38,27.59451981,4.82,10.03,210723.75,2.43,0,0,0,0,0,0,0,2,  자동차 신품 부품 제조업,0,1
평화홀딩스(주),10770,201112,0.02,1.77,-8.12,15.17,-12.85,8.19,5.24,-2.3,-6.59,0.07,0.07,-2.08,0.9,13.09,4.2,2.81,8.85,2.86,1.32,1.95,86.74,104.4,89.15,27.97,243.64,39.11,2.29,1.81,4.15,29.1,41.83,48.98,216.64,161.23,70.9,14.6,346.87,2.06,3346105,3882742.72,11155.1,61.35294287,18.4,20.58,2052933.89,0,0,0,0,0,0,0,0,1,  자동차 신품 부품 제조업,0,
평화홀딩스(주),10770,201212,0.53,-5.98,-10.21,-10.32,-1.19,5.92,9.34,-0.63,-2.05,1.88,1.92,-0.61,0.98,12.3,4.64,3.28,10.28,3.27,1.39,2.04,21.46,125.15,105.75,12.95,226.98,36.08,1.97,1.36,3.8,30.58,39.48,46.72,210.52,122.07,69.42,15.5,77.12,9.39,3200118.94,4106950.06,11104.4,76.90822595,22.16,22,2461154.71,0,0,0,0,0,0,0,1,3,  자동차 신품 부품 제조업,0,
평화홀딩스(주),10770,201312,0.55,-0.56,-8.96,0.03,-2.16,-0.05,9.38,0.96,3.19,1.7,1.68,0.97,1.01,12.38,4.65,3.62,9.83,3.33,1.45,2.16,-1667.4,99.74,83.72,15.46,232.33,35.62,6.96,4.8,13.66,30.09,39.45,47,199.84,156.59,69.91,16.07,-6215.1,-0.12,2665469.96,3502326.09,10239.42,92.26290424,24.02,23.71,2459240,0,0,0,0,0,0,0,0,4,  자동차 신품 부품 제조업,0,
평화홀딩스(주),10770,201412,0.27,-19.67,-4.26,-36.79,-6.52,-1.59,8.82,-2.72,-9.32,0.78,0.7,-3.01,1.11,11.95,5.07,3.82,9.22,3.42,1.63,2.6,183883.15,100,74.21,2.93,185.57,24.74,12.74,6.67,33.46,35.02,27.44,36.98,150.26,105.61,64.98,25.79,706858.23,0,2161272.49,3053473.09,6959.67,78.72946673,24.45,19.7,1701558.31,0,0,0,0,0,0,0,1,4,  자동차 신품 부품 제조업,0,
평화홀딩스(주),10770,201512,0.45,0.52,0.63,8.94,-0.35,2.3,9.4,0.2,0.71,1.18,0.93,0.25,1.27,11.63,5.76,3.98,8.64,3.63,1.94,3.29,-294.71,97.91,73.04,8.92,188.05,22.63,11.59,5.99,33.43,34.72,29.9,40.08,141.38,117.93,65.28,25.4,-1188.01,-0.86,1938426.64,2810587.42,6315.59,97.73149498,30,23.76,1894453.33,0,0,0,0,0,0,0,0,4,  자동차 신품 부품 제조업,0,
평화홀딩스(주),10770,201612,1.41,0.11,5.15,-6.09,-0.11,2.91,10.95,1.16,4.35,3.54,2.73,1.51,1.3,11.76,5.89,3.98,8.18,3.75,1.99,3.34,-20.43,74.74,55.89,7.64,188.69,26.59,9.69,4.88,23.82,34.64,28.12,37.6,132.86,145.24,65.36,25.21,-74.6,-12.71,2495147.05,3659896.82,7986.31,98.52091691,30.78,23.71,2458241.75,0,0,0,0,0,0,0,0,2,  자동차 신품 부품 제조업,0,
평화홀딩스(주),10770,201712,-0.51,11.82,22.73,-0.32,18.42,-6.91,7.79,-1,-3.19,-1.24,-1.09,-1.14,1.14,11.33,5.42,3.25,6.88,3.19,1.77,3.22,-17.49,73.07,53.21,4.77,172.6,33.09,7.74,4.53,14.81,36.68,24.41,33.52,116.88,125.05,63.32,27.18,-73.75,-12.35,1577182.33,1893277.83,4585.7,76.88652701,26.44,24.47,1212640.72,0,0,0,0,0,1,0,0,3,  자동차 신품 부품 제조업,0,
평화홀딩스(주),10770,201812,-2.01,-2.67,-13.71,15.44,-25.47,1.08,5.03,-11.44,-39.03,-4.95,-4.47,-12.66,1.11,9.11,5.2,3.2,6.17,3.41,1.64,3.03,-12.27,68.48,44.3,2.61,255.96,37.58,-0.73,-0.47,-1.39,28.09,25.72,39.76,114.55,206.65,71.91,35.32,-76.74,-18.3,1501281.31,2072654.81,5004.01,51.8224197,15.55,13.85,778000.3,0,0,0,0,0,0,0,0,1,  자동차 신품 부품 제조업,0,
평화홀딩스(주),10770,201912,-0.27,1.52,2.85,3.91,-10.87,4.51,8.27,-3.75,-16.54,-0.72,-0.61,-4.36,1.16,8,5.18,3.56,6.52,4.42,1.58,2.89,-8.08,58.73,40.47,4.55,305.43,43.39,-3.42,-2.23,-5.94,24.67,28.04,40.69,131.61,280.91,75.33,31.1,-44.26,-28.59,1727667.09,2340990.01,5587.91,69.04701509,21.35,18.48,1192902.56,0,0,0,0,0,0,0,1,1,  자동차 신품 부품 제조업,0,
(주)현대미포조선,10620,201112,689.51,-18.3,4.27,-13.86,-21.15,11.74,14.04,4.38,5.23,4.34,8.17,2.33,0.53,15.54,4.96,5.31,15.3,1.2,0.96,1.04,42.08,105.61,98.38,14.4,129.55,21.38,-0.49,-0.46,-1.28,43.56,49.21,52.83,57.34,114.82,56.44,6.85,128.79,2.81,242057.8,112723.87,2144.3,26.79182781,3.02,5.12,64851.71,0.13,0,0,0,0,0,0,0,5,      강선 건조업,0,
(주)현대미포조선,10620,201212,34.89,-1.3,3.21,0.87,-0.46,-4.51,8.09,1.96,2.54,1.19,2.1,1.11,0.57,17.28,3.81,4.89,17.13,1.3,1.01,1.06,17.78,113.52,108.44,4.22,127.63,24.63,-15.16,-14.87,-34.51,43.93,51.57,53.99,88.69,108.25,56.07,4.48,37.58,6.43,232245.54,112531.47,2103.74,65.92345939,7.28,12.73,153104.29,0.15,0,0,1,0,0,0,0,5,      강선 건조업,0,
(주)현대미포조선,10620,201312,-76.29,32.43,-7.9,56.69,-4.47,-9.73,0.08,-6.7,-8.05,-3.07,-6.9,-2.98,0.44,18.08,2.93,4.52,14.71,1.2,0.7,0.74,14.52,109.17,104.93,4.06,215.57,25.91,-9.92,-17.39,-26.16,31.69,61.39,63.87,99.09,184.63,68.31,3.89,46.26,5.37,220546.59,110166.85,2674.61,15.08653585,1.24,3.19,33272.84,0.2,0,0,1,0,0,0,0,1,      강선 건조업,0,
(주)현대미포조선,10620,201412,-71.73,-1.6,0.75,14.05,-40.56,-0.46,-13.42,-17.12,-26.29,-8.55,-21.87,-6.7,0.39,16.57,2.69,4.68,14.2,1.54,0.52,0.57,10.85,110.89,106.58,10.65,422.36,24.86,-1.52,-3.12,-4.95,19.14,71.16,74.03,146.57,348.73,80.86,3.88,39.54,7.27,214346.36,111091.34,2543.91,-42.55054138,-3.59,-9.09,-91205.54,0.25,0,0,1,0,0,0,0,4,      강선 건조업,0,
(주)현대미포조선,10620,201512,2.52,-6.22,-1.83,-8,-6.74,17.26,8.73,0.55,1.38,0.68,1.43,0.26,0.48,15.59,3.14,5.52,16.7,2.5,0.59,0.65,7.53,121.99,117.45,11.69,425.27,36.14,-5.28,-8.67,-11.83,19.04,69.91,72.62,82.21,312.68,80.96,3.73,20.67,13.09,231745.72,127042.03,2626.78,81.87896144,7.22,14.65,189750.99,0.14,0,0,1,0,0,0,0,1,      강선 건조업,0,
(주)현대미포조선,10620,201612,6.27,-2.24,34.76,-4.49,25.69,-9.3,13.06,0.94,1.95,2.22,4.92,0.42,0.45,17.58,3.11,4.3,18.07,2.08,0.58,0.63,7.85,119.64,116.68,14.7,308.54,30.94,-4.9,-8.09,-11.96,24.48,69.2,70.95,20.77,242.29,75.52,2.47,15.07,11.65,335335.36,137801.67,2751.66,58.68955988,7.15,15.64,196806.85,0.16,0,0,0,0,0,0,0,4,      강선 건조업,0,1
