회사명,거래소코드,회계년도,[제조]CASH FLOW 대 차입금비율(IFRS연결),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),[제조]      장기차입금(*)(IFRS연결),[제조]      단기차입금(*)(IFRS연결),[제조]         유동성장기차입금(IFRS연결),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]      장기차입금(*)(IFRS),[제조]      단기차입금(*)(IFRS),[제조]         유동성장기차입금(IFRS)
(주)바이오스마트,038460,2015/12,4.59,-509175,1025906,6118299,282357,2716346,825906,2000000,282357
(주)바이오스마트,038460,2016/12,-5.62,-3127334,11248999,20270000,862031,4873368,1530555,8000000,295351
(주)바이오스마트,038460,2017/12,-8.85,-1757354,8439529,9156713,2216462,6387575,1000000,5000000,530555
(주)바이오스마트,038460,2018/12,7.37,5812720,6842324,16835000,2458292,7951729,384419,9000000,1000000
(주)바이오스마트,038460,2019/12,5.41,-1836428,6353388,17085351,8226765,5295160,0,3000000,0
(주)바이오톡스텍,086040,2011/12,29.05,3282256,3748800,9045514,3488253,3858629,3748800,9045514,3488253
(주)바이오톡스텍,086040,2012/12,20.15,1631350,634244,9040819,0,2137080,634244,9040819,0
(주)바이오톡스텍,086040,2013/12,4.96,-217654,2500000,11167914,573060,1041227,2500000,11167914,573060
(주)바이오톡스텍,086040,2014/12,-7.72,-2047485,0,12163023,2500000,-1506573,0,11932988,2500000
(주)바이오톡스텍,086040,2015/12,-10.09,-798171,0,14108091,0,-1300497,0,13865089,0
(주)바이오톡스텍,086040,2016/12,16.63,5283261,0,13488651,0,4897680,0,13229448,0
(주)바이오톡스텍,086040,2017/12,36.96,6024244,600000,14696566,0,5987841,600000,14159288,0
(주)바이오톡스텍,086040,2018/12,27.1,3061198,1500000,15263839,0,1833740,1500000,14710544,0
(주)바이오톡스텍,086040,2019/12,12.92,1443848,5750000,10676333,750000,2362207,5750000,10410466,750000
(주)바텍,043150,2011/12,9.84,2462698,12565882,34449917,0,5856228,12236000,26960819,0
(주)바텍,043150,2012/12,2.67,1064711,11642240,54420178,0,983810,10374040,35596301,0
(주)바텍,043150,2013/12,7.48,9258540,15047716,53972391,0,4751843,5681540,34735001,0
(주)바텍,043150,2014/12,17.77,15685050,12660380,57523193,0,7301923,5768440,36510219,0
(주)바텍,043150,2015/12,25.48,29260415,23914925,64282925,0,22043273,19414320,37077112,0
(주)바텍,043150,2016/12,42.94,32235277,25696100,45907772,0,29214136,23614000,28242568,0
(주)바텍,043150,2017/12,77.03,51002949,28894520,25132722,0,16915394,28894520,25132722,0
(주)바텍,043150,2018/12,88.78,33243501,27134300,20313897,0,25063411,27134300,20313897,0
(주)바텍,043150,2019/12,103.78,40674798,24448569,3443420,0,31277219,24448569,3141571,0
(주)방림,003610,2011/09,-30.76,-55424443,8316632,97264794,107868,-32219860,0,78700831,0
(주)방림,003610,2012/09,-12.67,34206449,16957487,64823959,1945941,30296898,0,44241969,0
(주)방림,003610,2013/09,18.46,-1885420,12607423,74929394,0,-2933602,294000,47879287,0
(주)방림,003610,2014/09,5.09,8759761,12529064,53215775,1822244,7554920,294000,31376148,0
(주)방림,003610,2015/09,22.05,17768774,12665700,45470384,2030298,9365705,1064000,26420071,0
(주)방림,003610,2016/09,43.12,23684254,922100,47042730,97800,15132658,922100,21025246,97800
(주)방림,003610,2017/09,37.8,11582283,747300,45732444,174800,8815559,747300,24083598,174800
(주)방림,003610,2018/09,23.38,7433973,3034500,37420693,212800,3412152,534500,18673619,212800
(주)방림,003610,2019/09,35.1,10672437,793500,21955517,3046400,452014,321700,12598580,212800
(주)배럴,267790,2018/12,0,1891738,0,0,0,2389680,0,0,0
(주)배럴,267790,2019/12,48.88,7296363,7000000,0,1000000,9024311,7000000,0,1000000
(주)백금티앤에이,046310,2011/12,-2.48,8103112,2079070,28046233,750000,-6331432,750000,25732308,750000
(주)백금티앤에이,046310,2012/12,20.99,4335655,2013760,27613307,0,619753,1713760,26094019,0
(주)백금티앤에이,046310,2013/12,6.68,-60760,3188480,28314070,500000,-1909416,3188480,24579681,500000
(주)백금티앤에이,046310,2014/12,-2.67,-1518943,1960927,26061143,1586243,1295164,1672477,21266924,1586243
(주)백금티앤에이,046310,2015/12,-7.66,-2167210,682755,22523626,855825,-4798999,625065,17858132,625065
(주)백금티앤에이,046310,2016/12,4.08,4054854,2300000,20153134,57690,1510849,2000000,16005426,0
(주)백금티앤에이,046310,2017/12,-8.41,-8654440,2058217,19619339,341783,-2656662,1666667,16159339,333333
(주)백금티앤에이,046310,2018/12,-0.67,8349672,2883000,15141720,1008550,3789765,2600000,12141720,900000
(주)백금티앤에이,046310,2019/12,118.85,40130999,1949800,14679687,933200,13435736,800000,12349245,800000
(주)백산,035150,2011/12,8.6,12275221,1961912,49288406,1034161,10545262,32328,46651186,5393
(주)백산,035150,2012/12,26.39,12149475,1195073,43986273,1028743,12187055,26420,41520776,5882
(주)백산,035150,2013/12,24.31,6308046,10238927,26632691,971109,6158942,10026462,24201638,4096
(주)백산,035150,2014/12,33.24,19408342,4000000,27952890,6206170,15787799,4000000,25424767,6000000
(주)백산,035150,2015/12,29.18,4219165,3649277,31815650,4639515,3586829,3000000,27713057,4000000
(주)백산,035150,2016/12,45.68,22010528,8172082,19725700,665231,17948107,7000000,15033841,0
(주)백산,035150,2017/12,70.6,21185625,4560000,21304912,4727903,17215841,4000000,20298618,3000000
(주)백산,035150,2018/12,6.7,-7983477,18000000,75973657,4560000,6535705,18000000,49352019,4000000
(주)백산,035150,2019/12,-0.91,5770980,9500000,84886371,7190000,21031830,9500000,47961866,6750000
(주)버킷스튜디오,066410,2011/12,,,,,,-818415,0,300000,0
(주)버킷스튜디오,066410,2012/12,,,,,,-4686583,0,0,0
(주)버킷스튜디오,066410,2013/12,,,,,,1681928,0,0,0
(주)버킷스튜디오,066410,2014/12,,,,,,-4131092,0,0,0
(주)버킷스튜디오,066410,2015/12,,,,,,1067358,0,0,0
(주)버킷스튜디오,066410,2016/12,,,,,,1179919,0,0,0
(주)버킷스튜디오,066410,2017/12,,,,,,1042286,0,0,0
(주)버킷스튜디오,066410,2018/12,,,,,,849584,0,0,0
(주)버킷스튜디오,066410,2019/12,,,,,,1100962,0,0,0
(주)베노홀딩스,206400,2014/12,,,,,,,,,
(주)베노홀딩스,206400,2015/12,-316.73,-2882976,0,0,0,-1712317,0,0,0
(주)베노홀딩스,206400,2016/12,-7162.83,-4996139,0,55000,0,-4381557,0,0,0
(주)베노홀딩스,206400,2017/12,-5211.37,-11159111,0,155000,0,-10094002,0,100000,0
(주)베노홀딩스,206400,2018/12,-99.18,-12873033,0,0,0,-12192652,0,0,0
(주)베노홀딩스,206400,2019/12,-90.39,1992437,0,0,0,2939233,0,0,0
(주)베셀,177350,2015/12,25.64,2796952,6768610,2782017,0,2751657,6768610,2782017,0
(주)베셀,177350,2016/12,-9.13,-5668950,8643690,5955000,1124920,-5532286,8643690,5955000,1124920
(주)베셀,177350,2017/12,16.85,14469901,5800000,17474000,2843690,13680593,5800000,17474000,2843690
(주)베셀,177350,2018/12,11.58,-8738700,3533333,12900000,2766667,-8184592,3533333,12900000,2766667
(주)베셀,177350,2019/12,-24.32,-7786943,2958333,20266000,3575000,-8229206,2958333,20266000,3575000
(주)베스파,299910,2018/12,,28999826,0,0,0,30084925,0,0,0
(주)베스파,299910,2019/12,-380.31,-12419972,0,0,0,-3341312,0,0,0
(주)벽산,007210,2011/12,22.94,19165672,8000000,63365581,0,13769543,8000000,50000000,0
(주)벽산,007210,2012/12,23.34,16532736,15000000,42486231,8000000,18849412,15000000,30000000,8000000
(주)벽산,007210,2013/12,37.75,33985331,8079600,32744900,15079600,27764036,8000000,23000000,15000000
(주)벽산,007210,2014/12,51.14,25143105,10000000,28734322,8079600,20174653,10000000,21000000,19000000
(주)벽산,007210,2015/12,58.18,40778263,19000000,27654307,10000000,29914167,19000000,21000000,10000000
(주)벽산,007210,2016/12,70.57,38576720,11000000,37227111,8000000,38153020,11000000,31000000,8000000
(주)벽산,007210,2017/12,56.96,16904910,10500000,27206324,11000000,13426535,8000000,24000000,11000000
(주)벽산,007210,2018/12,7.4,-4945420,37625000,41292215,1875000,-4713026,36125000,35000000,1875000
(주)벽산,007210,2019/12,6.1,14898382,21375000,41732296,17000000,8062818,20625000,35000000,15500000
(주)보광산업,225530,2015/12,,,,,,11298817,17809043,5010000,3203457
(주)보광산업,225530,2016/12,,,,,,11643385,7837766,7800000,3521277
(주)보광산업,225530,2017/12,,,,,,13827318,4316489,1800000,3521277
(주)보광산업,225530,2018/12,,,,,,5295646,1835106,6000000,4187943
(주)보광산업,225530,2019/12,,,,,,12731419,666667,6840000,1461879
(주)보라티알,250000,2017/12,78.16,6435662,0,6954457,1279250,6472522,0,6887457,1279250
(주)보라티알,250000,2018/12,190.76,1950857,0,2198234,0,-547850,0,2198234,0
(주)보라티알,250000,2019/12,7.84,2055710,1437500,20492854,3162500,3783788,1437500,20492854,3162500
(주)보락,002760,2011/12,,,,,,784278,139900,1500000,74800
(주)보락,002760,2012/12,,,,,,3794668,1098200,1499700,0
(주)보락,002760,2013/12,,,,,,1992367,2289600,1424600,0
(주)보락,002760,2014/12,,,,,,3630424,1357900,1101700,0
(주)보락,002760,2015/12,,,,,,3184487,1167900,1229200,0
(주)보락,002760,2016/12,,,,,,5452115,870000,811900,0
(주)보락,002760,2017/12,,,,,,705777,660100,723900,0
(주)보락,002760,2018/12,,,,,,3377012,2319700,248000,0
(주)보락,002760,2019/12,,,,,,1463213,3247700,234000,0
(주)보령,003850,2011/12,,,,,,9185916,100000,53512399,200000
(주)보령,003850,2012/12,,,,,,18378731,0,52122017,0
(주)보령,003850,2013/12,,,,,,28527119,0,31685418,0
(주)보령,003850,2014/12,,,,,,9340832,2482440,33722117,827560
(주)보령,003850,2015/12,,,,,,17114341,1249980,53571255,2499960
(주)보령,003850,2016/12,,,,,,9363178,0,24267946,1249980
(주)보령,003850,2017/12,-36.6,-24263565,27400000,38887894,0,-23921666,27400000,38887894,0
(주)보령,003850,2018/12,8.51,38913968,54290740,29111733,2709260,38983685,54290740,29111733,2709260
(주)보령,003850,2019/12,43.49,46998849,72082490,15791597,9999840,47033130,72082490,15791597,9999840
(주)본느,226340,2015/12,,,,,,,,,
(주)본느,226340,2016/12,,,,,,,,,
(주)본느,226340,2017/12,,,,,,,,,
(주)본느,226340,2018/12,-184.67,-5602386,0,2078810,0,-5250101,0,1235366,0
(주)본느,226340,2019/12,192.85,9977019,0,911570,0,10271735,0,0,0
(주)부-스타,008470,2011/12,,,,,,4761497,0,0,0
(주)부-스타,008470,2012/12,,,,,,5261050,0,0,0
(주)부-스타,008470,2013/12,,,,,,3506331,0,0,0
(주)부-스타,008470,2014/12,,,,,,3478646,0,0,0
(주)부-스타,008470,2015/12,,,,,,6786213,0,0,0
(주)부-스타,008470,2016/12,,,,,,6951643,0,0,0
(주)부-스타,008470,2017/12,,,,,,-785828,0,0,0
(주)부-스타,008470,2018/12,,,,,,-1000641,0,0,0
(주)부-스타,008470,2019/12,,,,,,2842336,0,0,0
(주)부방,014470,2011/12,22.31,21986931,759600,0,33361628,21232558,759600,14200000,16837600
(주)부방,014470,2012/12,129.26,19056435,422000,15116077,337600,18624713,422000,13240000,337600
(주)부방,014470,2013/12,0,24485315,0,0,0,23558014,0,0,0
(주)부방,014470,2014/12,0,20741408,0,0,0,23342146,0,0,0
(주)부방,014470,2015/12,15112.98,9484554,0,100000,0,6336243,0,0,0
(주)부방,014470,2016/12,80.95,8136548,0,10884000,0,4938089,0,10884000,0
(주)부방,014470,2017/12,318.57,24516647,0,5125000,0,10275822,0,5125000,0
(주)부방,014470,2018/12,0,1909089,0,0,0,5228615,0,0,0
(주)부방,014470,2019/12,72.92,8798111,0,5300000,0,3875984,0,0,0
(주)뷰웍스,100120,2011/12,1202.62,4164513,0,407357,0,4644115,0,0,0
(주)뷰웍스,100120,2012/12,3919.57,6516496,0,136252,0,7518590,0,0,0
(주)뷰웍스,100120,2013/12,145.85,14485492,7200000,0,0,15015208,7200000,0,0
(주)뷰웍스,100120,2014/12,158.01,8267511,2400000,0,4800000,8168817,2400000,0,4800000
(주)뷰웍스,100120,2015/12,472.1,17568386,1500000,336252,900000,18358073,1500000,0,900000
(주)뷰웍스,100120,2016/12,1070.72,19898741,300000,249623,1200000,19736947,300000,0,1200000
(주)뷰웍스,100120,2017/12,5410.26,18854444,0,58145,300000,23548088,0,0,300000
(주)뷰웍스,100120,2018/12,5798.74,27834392,0,402578,0,22786637,0,0,0
(주)뷰웍스,100120,2019/12,1026.52,18682418,0,1700091,0,17272223,0,0,0
(주)브리지텍,064480,2011/12,,,,,,-1606066,0,0,0
(주)브리지텍,064480,2012/12,,,,,,4818768,0,0,0
(주)브리지텍,064480,2013/12,,,,,,5006284,0,0,0
(주)브리지텍,064480,2014/12,,,,,,11659941,0,0,0
(주)브리지텍,064480,2015/12,,,,,,-749277,0,0,0
(주)브리지텍,064480,2016/12,,,,,,18792962,0,0,0
(주)브리지텍,064480,2017/12,,,,,,-2932294,0,0,0
(주)브리지텍,064480,2018/12,,,,,,4214381,0,0,0
(주)브리지텍,064480,2019/12,,,,,,-2020098,0,0,0
(주)브이원텍,251630,2017/12,2687.96,15672989,0,0,410000,15705817,0,0,410000
(주)브이원텍,251630,2018/12,0,8934709,0,0,0,8864899,0,0,0
(주)브이원텍,251630,2019/12,2085.06,3842403,0,0,0,3764353,0,0,0
(주)브이티지엠피,018290,2011/12,,,,,,2593590,4069200,40827694,666800
(주)브이티지엠피,018290,2012/12,,,,,,1066950,36207913,2707259,0
(주)브이티지엠피,018290,2013/12,,,,,,1338852,33875170,2658787,0
(주)브이티지엠피,018290,2014/12,,,,,,765034,0,2864450,37327317
(주)브이티지엠피,018290,2015/12,,,,,,2446814,27835560,5624443,0
(주)브이티지엠피,018290,2016/12,,,,,,169961,0,1551591,7442918
(주)브이티지엠피,018290,2017/12,-23.9,-5543711,0,1624325,0,-1282018,0,1624325,0
(주)브이티지엠피,018290,2018/12,-29.89,-11003422,8900000,7815878,0,3470930,0,1215878,0
(주)브이티지엠피,018290,2019/12,-13.06,-3496729,500000,29408315,9300000,4141638,500000,29408315,400000
(주)블루베리엔에프티,044480,2011/12,-1.17,-89461,0,1080846,0,2061,0,75731,0
(주)블루베리엔에프티,044480,2012/12,0.54,100209,0,1000659,0,103014,0,313139,0
(주)블루베리엔에프티,044480,2013/12,184.45,2737038,0,769100,0,2605923,0,72740,0
(주)블루베리엔에프티,044480,2014/12,133.56,-1079018,0,620712,0,-1265896,0,407,0
(주)블루베리엔에프티,044480,2015/12,27.02,1420503,0,631925,0,1345072,0,0,0
(주)블루베리엔에프티,044480,2016/12,236,1441729,0,606410,0,1593927,0,0,0
(주)블루베리엔에프티,044480,2017/12,-6.89,-1520608,0,572775,0,-1302559,0,0,0
(주)블루베리엔에프티,044480,2018/12,-4,552640,0,569346,0,1374684,0,0,0
(주)블루베리엔에프티,044480,2019/12,-10.57,-6757560,4700000,581027,200000,1149307,4700000,0,200000
(주)블루콤,033560,2011/12,224.22,-6091884,0,912550,0,-6991849,0,0,0
(주)블루콤,033560,2012/12,0,17999098,0,0,0,13687016,0,0,0
(주)블루콤,033560,2013/12,0,6243636,0,0,0,5136199,0,0,0
(주)블루콤,033560,2014/12,463847.51,36809670,4641,0,0,32779896,0,0,0
(주)블루콤,033560,2015/12,1750.89,44766012,0,2329547,0,41967924,0,0,0
(주)블루콤,033560,2016/12,1381628.03,25994621,0,2561,0,14492383,0,0,0
(주)블루콤,033560,2017/12,1952128.31,10197058,0,927,0,12501199,0,0,0
(주)블루콤,033560,2018/12,0,-778927,0,0,0,-2509177,0,0,0
(주)블루콤,033560,2019/12,0,4483610,0,0,0,9510597,0,0,0
(주)비덴트,121800,2012/06,,,,,,7123017,2400000,2884500,0
(주)비덴트,121800,2013/12,,,,,,146800,2400000,6542860,0
(주)비덴트,121800,2014/12,66.94,5557746,0,5902704,2400000,5605709,0,5902704,2400000
(주)비덴트,121800,2015/12,17.38,122088,0,7176440,0,-243099,0,7176440,0
(주)비덴트,121800,2016/12,-7.36,-5591531,5500000,31631323,0,1649771,5500000,22361323,0
(주)비덴트,121800,2017/12,-12.98,1551756,5500000,10061682,0,-7388126,5500000,10061682,0
(주)비덴트,121800,2018/12,6.62,-579812,0,0,5500000,463118,0,0,5500000
(주)비덴트,121800,2019/12,-2,-1838557,6000000,0,0,-2123401,6000000,0,0
(주)비보존헬스케어,082800,2011/12,,,,,,2031681,8807652,11738681,0
(주)비보존헬스케어,082800,2012/12,,,,,,3531009,14999980,7991664,3773863
(주)비보존헬스케어,082800,2013/12,,,,,,6655918,2888882,7280000,10833323
(주)비보존헬스케어,082800,2014/12,,,,,,3026995,3555556,7280000,1499997
(주)비보존헬스케어,082800,2015/12,,,,,,2784429,3000000,7400000,3555556
(주)비보존헬스케어,082800,2016/12,,,,,,5869537,27770,3000000,3333240
(주)비보존헬스케어,082800,2017/12,,,,,,-969516,0,8000000,27770
(주)비보존헬스케어,082800,2018/12,,,,,,-4588748,0,0,0
(주)비보존헬스케어,082800,2019/12,-9.32,-3893742,0,0,0,5888575,0,0,0
(주)비비안,002070,2011/12,-16.26,-10685250,0,26143567,0,-5648140,0,18000000,0
(주)비비안,002070,2012/12,-20.48,-7189030,0,43632670,0,-4118855,0,35000000,0
(주)비비안,002070,2013/12,-14.91,-7439108,0,49068780,0,-3365415,0,39700000,0
(주)비비안,002070,2014/12,-33.1,-11103072,0,28009560,0,-5703705,0,19400000,0
(주)비비안,002070,2015/12,-99.86,-7514713,0,9322120,0,-5482209,0,0,0
(주)비비안,002070,2016/12,-55.11,-2931819,0,9477440,0,-1938712,0,0,0
(주)비비안,002070,2017/12,-34.66,-3914996,0,9878325,0,-216562,0,0,0
(주)비비안,002070,2018/12,-16.25,754438,0,9724793,0,3061254,0,46909,0
(주)비비안,002070,2019/12,71.44,13259645,0,3210000,0,13390895,0,0,0
(주)비상교육,100220,2011/12,85.37,6907875,21000,15036020,0,8838353,0,5630000,0
(주)비상교육,100220,2012/12,40.02,18709830,5800000,26209600,0,19665431,5800000,17445000,0
(주)비상교육,100220,2013/12,44.28,29816807,25225000,21000000,850000,30291313,25225000,16000000,850000
(주)비상교육,100220,2014/12,33.02,2555567,24500000,14800000,1625000,6590821,23600000,11800000,1625000
(주)비상교육,100220,2015/12,92.85,40155531,12500000,3000000,7500000,44040686,12500000,0,7500000
(주)비상교육,100220,2016/12,1523.24,51238792,0,3000000,0,52075466,0,0,0
(주)비상교육,100220,2017/12,1175.63,14596733,0,2800000,0,19177440,0,0,0
(주)비상교육,100220,2018/12,212.48,17487496,0,7550000,0,27026932,0,0,0
(주)비상교육,100220,2019/12,260.66,26941941,0,6400000,0,37151138,0,0,0
(주)비씨월드제약,200780,2014/12,,,,,,5365293,1855199,2762600,1373977
(주)비씨월드제약,200780,2015/12,,,,,,8781653,1100009,2050000,3900
(주)비씨월드제약,200780,2016/12,,,,,,243664,8201030,2050000,421279
(주)비씨월드제약,200780,2017/12,29.53,7899694,15886005,6550000,2743992,7929550,14036005,6050000,2743992
(주)비씨월드제약,200780,2018/12,13.31,5287430,29572940,7130000,3753260,6388041,17722940,7130000,3753260
(주)비씨월드제약,200780,2019/12,15.03,12109513,26649107,13240000,9773833,12664155,16262747,8740000,6310193
(주)비아트론,141000,2012/12,,,,,,-8930497,122986,0,122986
(주)비아트론,141000,2013/12,,,,,,26385243,0,0,2321660
(주)비아트론,141000,2014/12,,,,,,9580950,0,0,0
(주)비아트론,141000,2015/12,,,,,,3183539,0,0,0
(주)비아트론,141000,2016/12,0,9696680,0,0,0,9608335,0,0,0
(주)비아트론,141000,2017/12,0,11254237,0,0,0,11817398,0,0,0
(주)비아트론,141000,2018/12,0,29648525,0,0,0,29985489,0,0,0
(주)비아트론,141000,2019/12,6132.61,-8148698,0,0,0,-8139431,0,0,0
(주)비에이치,090460,2011/12,3.73,13548730,17888193,43243023,3422786,6652291,8992175,33888050,2828946
(주)비에이치,090460,2012/12,14.16,8828164,24095482,49203190,5721374,4376851,16180377,36819511,5380380
(주)비에이치,090460,2013/12,30.65,53540864,39540006,51046060,5129568,45746170,35134593,36747652,4709900
(주)비에이치,090460,2014/12,33.76,27643071,56663505,54757497,8825493,27463035,54857390,34191640,7124320
(주)비에이치,090460,2015/12,2.71,-18940094,73671452,73770608,12957173,-19990039,67361070,45820610,11446320
(주)비에이치,090460,2016/12,-6.1,600161,72017230,66691864,11709362,469149,50224990,47248846,11273070
(주)비에이치,090460,2017/12,17.58,59042946,38805908,90428572,9933324,-12065515,20261806,74376377,9933323
(주)비에이치,090460,2018/12,97.06,161144646,21184177,56251276,7469281,133406184,7950000,31329143,1350000
(주)비에이치,090460,2019/12,134.55,70745079,9856333,47421260,5300000,17132530,2475000,21796523,5300000
(주)비엔지티,032790,2011/12,-12.29,-1001384,100000,2767975,0,-357617,0,200000,0
(주)비엔지티,032790,2012/12,-28.53,-3737689,100000,9672561,0,-2463126,0,4100000,0
(주)비엔지티,032790,2013/12,-10.73,1243876,0,8762812,0,-2481865,0,5100000,0
