회사명,거래소코드,회계년도,매출채권(IFRS연결)(천원),매입채무(IFRS연결)(천원),매출채권(IFRS)(천원),매입채무(IFRS)(천원)
(주)나스미디어,089600,2016/12,32461547,122237544,22510599,80148597
(주)나스미디어,089600,2017/12,41552330,141651573,29299834,101707743
(주)나스미디어,089600,2018/12,29817573,122380313,21307115,88209413
(주)나스미디어,089600,2019/12,33851052,157928810,24632800,123762156
(주)나이벡,138610,2011/12,,,692752,120588
(주)나이벡,138610,2012/12,,,714592,103296
(주)나이벡,138610,2013/12,,,836659,207968
(주)나이벡,138610,2014/12,,,597313,25349
(주)나이벡,138610,2015/12,,,2361562,221356
(주)나이벡,138610,2016/12,,,2003470,165507
(주)나이벡,138610,2017/12,,,1851231,135088
(주)나이벡,138610,2018/12,,,1904579,121746
(주)나이벡,138610,2019/12,,,3094141,235303
(주)나이스디앤비,130580,2011/12,,,1196024,0
(주)나이스디앤비,130580,2012/12,,,1070380,0
(주)나이스디앤비,130580,2013/12,,,1223763,0
(주)나이스디앤비,130580,2014/12,,,1856524,0
(주)나이스디앤비,130580,2015/12,3014521,11418,1627695,0
(주)나이스디앤비,130580,2016/12,2674712,190,1490632,0
(주)나이스디앤비,130580,2017/12,4690717,88,3674577,0
(주)나이스디앤비,130580,2018/12,5504818,0,4499944,0
(주)나이스디앤비,130580,2019/12,10380520,0,6996718,0
(주)나이스홀딩스,034310,2011/12,21564029,0,1614776,0
(주)나이스홀딩스,034310,2012/12,24458313,52028,1589428,0
(주)나이스홀딩스,034310,2013/12,82083408,16674314,1632711,1311
(주)나이스홀딩스,034310,2014/12,122358937,33123874,1431056,0
(주)나이스홀딩스,034310,2015/12,114049331,27850518,1842600,0
(주)나이스홀딩스,034310,2016/12,132549169,29639918,1368545,0
(주)나이스홀딩스,034310,2017/12,133629111,44863387,2295850,0
(주)나이스홀딩스,034310,2018/12,182811106,57783922,1701837,0
(주)나이스홀딩스,034310,2019/12,209321239,67421827,2364411,0
(주)나인테크,267320,2017/12,,,,
(주)나인테크,267320,2018/12,,,,
(주)나인테크,267320,2019/12,,,,
(주)남선알미늄,008350,2011/12,78676599,40973526,78676599,40973526
(주)남선알미늄,008350,2012/12,,,83899753,31114584
(주)남선알미늄,008350,2013/12,,,97900550,34287404
(주)남선알미늄,008350,2014/12,,,90117768,26046023
(주)남선알미늄,008350,2015/12,,,90049760,24268776
(주)남선알미늄,008350,2016/12,,,87669269,30864917
(주)남선알미늄,008350,2017/12,,,85668947,27713865
(주)남선알미늄,008350,2018/12,75018933,28016630,75018933,28016630
(주)남선알미늄,008350,2019/12,60019467,23754074,60019467,23754074
(주)남성,004270,2011/12,23529777,6012909,55898652,5541964
(주)남성,004270,2012/12,20831379,8993516,51772899,8450000
(주)남성,004270,2013/12,12096790,18499816,43349740,18293114
(주)남성,004270,2014/12,6451536,11020128,47548514,10551315
(주)남성,004270,2015/12,10137553,9602900,55492330,8793646
(주)남성,004270,2016/12,10115667,17705952,65363925,16922466
(주)남성,004270,2017/12,8650112,17837835,51711009,17410371
(주)남성,004270,2018/12,10448232,17569675,54205958,17242491
(주)남성,004270,2019/12,8173556,13704204,55448557,12934732
(주)내츄럴엔도텍,168330,2013/12,,,6886000,9741596
(주)내츄럴엔도텍,168330,2014/12,,,9521107,9585701
(주)내츄럴엔도텍,168330,2015/12,5257686,11041168,5257686,11041168
(주)내츄럴엔도텍,168330,2016/12,3447096,1455827,3447096,1455827
(주)내츄럴엔도텍,168330,2017/12,3163008,1845593,3163008,2047803
(주)내츄럴엔도텍,168330,2018/12,2553549,827335,2553549,827335
(주)내츄럴엔도텍,168330,2019/12,1808132,518299,1818076,439739
(주)네오리진,094860,2011/12,9345277,1349159,6983801,1012839
(주)네오리진,094860,2012/12,,,10227323,4179573
(주)네오리진,094860,2013/12,,,11213694,8569246
(주)네오리진,094860,2014/12,,,10313298,10631154
(주)네오리진,094860,2015/12,,,2019070,1013267
(주)네오리진,094860,2016/12,,,2755162,958053
(주)네오리진,094860,2017/12,3291511,779660,3261444,779660
(주)네오리진,094860,2018/12,,,2877115,997692
(주)네오리진,094860,2019/12,,,2677616,648602
(주)네오셈,253590,2018/12,,,,
(주)네오셈,253590,2019/12,8277509,2872659,10282337,2835730
(주)네오오토,212560,2015/12,,,7250873,7962267
(주)네오오토,212560,2016/12,,,9336240,7259646
(주)네오오토,212560,2017/12,,,13870104,10064316
(주)네오오토,212560,2018/12,,,12877539,13160277
(주)네오오토,212560,2019/12,,,15308660,13262029
(주)네오위즈,095660,2011/12,124002101,73033020,107736177,67837226
(주)네오위즈,095660,2012/12,122481766,74016108,109448009,71144980
(주)네오위즈,095660,2013/12,45194089,9864282,34379823,7077190
(주)네오위즈,095660,2014/12,34717847,8322163,22446400,5864569
(주)네오위즈,095660,2015/12,33451287,9812039,21724922,5027576
(주)네오위즈,095660,2016/12,22386197,9142441,8821866,3341247
(주)네오위즈,095660,2017/12,22695172,7550642,11169085,4129451
(주)네오위즈,095660,2018/12,25856552,9031532,14469922,7357774
(주)네오위즈,095660,2019/12,26932409,8473000,18086221,7799817
(주)네오위즈홀딩스,042420,2011/12,132022830,82888626,2260436,993690
(주)네오위즈홀딩스,042420,2012/12,130466438,82445677,2213413,430109
(주)네오위즈홀딩스,042420,2013/12,53154980,17475197,276212,0
(주)네오위즈홀딩스,042420,2014/12,42046922,14302669,171432,0
(주)네오위즈홀딩스,042420,2015/12,35170931,9944861,131193,0
(주)네오위즈홀딩스,042420,2016/12,24214983,9217415,131874,0
(주)네오위즈홀딩스,042420,2017/12,24677190,7638977,151950,0
(주)네오위즈홀딩스,042420,2018/12,25934722,9113064,202654,0
(주)네오위즈홀딩스,042420,2019/12,0,8473000,0,0
(주)네오크레마,311390,2019/12,3774520,1071251,2577881,876865
(주)네오티스,085910,2011/12,,,10040808,2274089
(주)네오티스,085910,2012/12,,,9750781,2829345
(주)네오티스,085910,2013/12,9791371,2079990,9791371,2651026
(주)네오티스,085910,2014/12,9408050,2034420,9122596,2755543
(주)네오티스,085910,2015/12,9246908,3033581,9246908,3948306
(주)네오티스,085910,2016/12,14123170,2915491,14123170,3269857
(주)네오티스,085910,2017/12,14248758,3482201,14248758,4629928
(주)네오티스,085910,2018/12,14707913,3006128,14707913,3569032
(주)네오티스,085910,2019/12,14653075,2701476,14737620,3566753
(주)네오팜,092730,2011/12,,,3498231,637807
(주)네오팜,092730,2012/12,,,3581922,700190
(주)네오팜,092730,2013/12,,,4158591,789260
(주)네오팜,092730,2014/12,,,3773139,1029969
(주)네오팜,092730,2015/12,,,4950182,2065380
(주)네오팜,092730,2016/12,4718165,2262835,4770551,2262835
(주)네오팜,092730,2017/12,7308842,2760025,7421970,2760340
(주)네오팜,092730,2018/12,8919219,3462283,9248812,3462802
(주)네오팜,092730,2019/12,9113966,3173662,10766889,3333281
(주)네오펙트,290660,2018/12,4336047,124477,6380558,119411
(주)네오펙트,290660,2019/12,5225297,363636,2382388,17771
(주)네온테크,306620,2018/12,,,,
(주)네온테크,306620,2019/12,,,,
(주)네이블커뮤니케이션즈,153460,2012/12,,,11379348,4149705
(주)네이블커뮤니케이션즈,153460,2013/12,,,7168697,1894945
(주)네이블커뮤니케이션즈,153460,2014/12,9226708,2094712,9224568,2120591
(주)네이블커뮤니케이션즈,153460,2015/12,,,11107698,2307178
(주)네이블커뮤니케이션즈,153460,2016/12,,,4267843,2659545
(주)네이블커뮤니케이션즈,153460,2017/12,,,2953496,1762292
(주)네이블커뮤니케이션즈,153460,2018/12,,,1131692,540835
(주)네이블커뮤니케이션즈,153460,2019/12,,,1679761,609515
(주)네이처셀,007390,2011/12,,,3494383,2854429
(주)네이처셀,007390,2012/12,,,3860823,2558128
(주)네이처셀,007390,2013/12,,,3895867,1063124
(주)네이처셀,007390,2014/12,,,3719780,1627606
(주)네이처셀,007390,2015/12,,,4708462,1586725
(주)네이처셀,007390,2016/12,,,4365764,1407039
(주)네이처셀,007390,2017/12,,,4098893,1059072
(주)네이처셀,007390,2018/12,,,3685413,1209221
(주)네이처셀,007390,2019/12,,,3555112,318650
(주)네패스,033640,2011/12,45978329,20961021,36380249,14451762
(주)네패스,033640,2012/12,50099152,17074295,45190527,14997878
(주)네패스,033640,2013/12,44883329,23412738,36459266,11832339
(주)네패스,033640,2014/12,43160758,17659653,35729983,11137445
(주)네패스,033640,2015/12,40461550,19258614,36614285,14801382
(주)네패스,033640,2016/12,37771085,14548168,34923192,13956897
(주)네패스,033640,2017/12,30712356,12952521,28673738,12783660
(주)네패스,033640,2018/12,34324047,14260957,32794987,13728985
(주)네패스,033640,2019/12,46997918,15124180,44701448,20062739
(주)넥센,005720,2011/12,48075994,12242845,54155624,11118479
(주)넥센,005720,2012/12,49789177,20151207,47134666,12059718
(주)넥센,005720,2013/12,51074558,22073656,39047197,13012143
(주)넥센,005720,2014/12,43602506,12181161,35649477,10130500
(주)넥센,005720,2015/12,42620494,8949405,32726629,7883292
(주)넥센,005720,2016/12,45994479,8947861,33165195,8059789
(주)넥센,005720,2017/12,61695271,22168815,51068233,20952805
(주)넥센,005720,2018/12,425133659,143323133,50272434,21154165
(주)넥센,005720,2019/12,399146823,130168349,51241644,18708669
(주)넥스턴바이오사이언스,089140,2011/12,,,6697922,2714852
(주)넥스턴바이오사이언스,089140,2012/12,,,3005524,2470644
(주)넥스턴바이오사이언스,089140,2013/12,,,7255894,1846613
(주)넥스턴바이오사이언스,089140,2014/12,,,3811964,2084189
(주)넥스턴바이오사이언스,089140,2015/12,,,2560864,1560127
(주)넥스턴바이오사이언스,089140,2016/12,,,9750228,1818026
(주)넥스턴바이오사이언스,089140,2017/12,,,7791970,1136111
(주)넥스턴바이오사이언스,089140,2018/12,,,6442830,3300259
(주)넥스턴바이오사이언스,089140,2019/12,,,7267724,2907606
(주)넥스트아이,137940,2011/12,,,983080,753934
(주)넥스트아이,137940,2012/12,4224260,2641656,4081275,2193409
(주)넥스트아이,137940,2013/12,2664406,1331430,2353144,1188310
(주)넥스트아이,137940,2014/12,6158898,2937507,6069691,2814214
(주)넥스트아이,137940,2015/12,8036879,3296141,7010466,2993483
(주)넥스트아이,137940,2016/12,10992834,6639956,5967337,2564700
(주)넥스트아이,137940,2017/12,10610940,5766077,3824741,1748404
(주)넥스트아이,137940,2018/12,17234566,6318430,5022478,1008684
(주)넥스트아이,137940,2019/12,22336185,8777124,7031517,1769950
(주)넥스트엔터테인먼트월드,160550,2014/12,5690843,1364666,5687948,1145518
(주)넥스트엔터테인먼트월드,160550,2015/12,11208481,2540411,12056801,2166646
(주)넥스트엔터테인먼트월드,160550,2016/12,27445851,5945385,27218724,4770204
(주)넥스트엔터테인먼트월드,160550,2017/12,29954010,10857167,23991754,2192974
(주)넥스트엔터테인먼트월드,160550,2018/12,21798466,11704199,19687995,3308530
(주)넥스트엔터테인먼트월드,160550,2019/12,31069621,17837349,16912465,4381942
(주)넥슨게임즈,225570,2015/12,,,,
(주)넥슨게임즈,225570,2016/12,,,,
(주)넥슨게임즈,225570,2017/12,,,2231297,0
(주)넥슨게임즈,225570,2018/12,,,1400868,0
(주)넥슨게임즈,225570,2019/12,,,11129189,0
(주)넵튠,217270,2015/12,,,,
(주)넵튠,217270,2016/12,2277830,0,1162901,0
(주)넵튠,217270,2017/12,2277674,0,1076378,0
(주)넵튠,217270,2018/12,2088678,0,1042913,0
(주)넵튠,217270,2019/12,2036397,0,1146817,0
(주)노랑풍선,104620,2019/12,14963531,0,14945281,0
(주)노루페인트,090350,2011/12,115553174,75425714,110008370,71356731
(주)노루페인트,090350,2012/12,119328422,67235744,112635863,63282814
(주)노루페인트,090350,2013/12,134274658,75958504,123811719,70964746
(주)노루페인트,090350,2014/12,141260167,73967184,132441646,70026418
(주)노루페인트,090350,2015/12,140776421,79298189,131546482,75498014
(주)노루페인트,090350,2016/12,148692810,83824807,138266009,79810209
(주)노루페인트,090350,2017/12,150610688,96080217,134942072,88786819
(주)노루페인트,090350,2018/12,159336523,97684671,140855318,91353846
(주)노루페인트,090350,2019/12,148563649,101268396,135488634,94486005
(주)노루홀딩스,000320,2011/12,129358033,69536844,0,0
(주)노루홀딩스,000320,2012/12,147354137,81183667,0,0
(주)노루홀딩스,000320,2013/12,170244654,93085779,0,0
(주)노루홀딩스,000320,2014/12,189915912,95205058,0,0
(주)노루홀딩스,000320,2015/12,204287873,104118858,0,0
(주)노루홀딩스,000320,2016/12,205891867,113132441,0,0
(주)노루홀딩스,000320,2017/12,190948412,117341353,0,0
(주)노루홀딩스,000320,2018/12,202794812,122201385,0,0
(주)노루홀딩스,000320,2019/12,193696013,120971339,0,0
(주)노바렉스,194700,2018/12,14503658,14739006,14503658,14739006
(주)노바렉스,194700,2019/12,24347544,20701704,24337495,20701704
(주)노바텍,285490,2018/12,976080,645241,976080,153413
(주)노바텍,285490,2019/12,3892956,1991487,1969693,924825
(주)노블엠앤비,106520,2012/12,25664682,14040246,25244825,14013107
(주)노블엠앤비,106520,2013/12,24509122,16994554,24176040,17067821
(주)노블엠앤비,106520,2014/12,12161971,7574391,11801680,7564394
(주)노블엠앤비,106520,2015/12,19099844,10623402,12228513,9985078
(주)노블엠앤비,106520,2016/12,12790138,6508810,9379315,6824095
(주)노블엠앤비,106520,2017/12,14250787,3357841,10190067,3725945
(주)노블엠앤비,106520,2018/12,14108071,8475047,8833772,9927555
(주)노블엠앤비,106520,2019/12,8312230,10187279,5956605,10387529
(주)노터스,278650,2019/12,5494746,1368865,3905397,1029555
(주)녹십자,006280,2011/12,219913000,89502687,205294139,82410097
(주)녹십자,006280,2012/12,218670000,75841935,199168000,68859318
(주)녹십자,006280,2013/12,253294935,100214815,230392380,90673687
(주)녹십자,006280,2014/12,245390301,120389612,215499000,108586547
(주)녹십자,006280,2015/12,288281000,131366783,253508000,119343396
(주)녹십자,006280,2016/12,343711000,118264688,305768367,105760236
(주)녹십자,006280,2017/12,361291000,158802971,323293686,144944421
(주)녹십자,006280,2018/12,382510373,144926444,343405899,127956529
(주)녹십자,006280,2019/12,392862507,139270030,345616328,118767792
(주)녹십자엠에스,142280,2014/12,,,25916325,12816349
(주)녹십자엠에스,142280,2015/12,28519412,12648770,28183908,13031030
(주)녹십자엠에스,142280,2016/12,24763616,12114362,24519407,12763649
(주)녹십자엠에스,142280,2017/12,25134295,12514846,24895578,12897075
(주)녹십자엠에스,142280,2018/12,22753195,13590623,22753295,13716878
(주)녹십자엠에스,142280,2019/12,25446049,13954911,25207077,13974647
(주)녹십자웰빙,234690,2019/12,,,14198067,5778700
(주)녹십자홀딩스,005250,2011/12,226339000,92063000,0,0
(주)녹십자홀딩스,005250,2012/12,220663000,79631869,0,0
(주)녹십자홀딩스,005250,2013/12,247076668,106504558,0,0
(주)녹십자홀딩스,005250,2014/12,245038444,125700918,0,0
(주)녹십자홀딩스,005250,2015/12,289814370,152449520,0,0
(주)녹십자홀딩스,005250,2016/12,353730182,143016213,0,0
(주)녹십자홀딩스,005250,2017/12,367989000,200881543,0,0
(주)녹십자홀딩스,005250,2018/12,391550530,167752208,0,0
(주)녹십자홀딩스,005250,2019/12,399527147,145780000,0,0
(주)녹원씨엔아이,065560,2011/12,0,2207726,0,1969211
(주)녹원씨엔아이,065560,2012/12,2355862,1487451,1272126,1368023
(주)녹원씨엔아이,065560,2013/12,2499545,1339172,2389748,1339172
(주)녹원씨엔아이,065560,2014/12,1799105,1285585,1093216,142828
(주)녹원씨엔아이,065560,2015/12,3793287,846966,3793287,846966
(주)녹원씨엔아이,065560,2016/12,1589985,318407,1589985,318407
(주)녹원씨엔아이,065560,2017/12,10979262,1515478,1773502,316575
(주)녹원씨엔아이,065560,2018/12,15957949,893971,12258931,1054473
(주)녹원씨엔아이,065560,2019/12,6918390,664197,11682337,538846
(주)농심,004370,2011/12,208560816,329221759,158164613,313949244
(주)농심,004370,2012/12,197291178,272908819,157846897,259178204
(주)농심,004370,2013/12,204840371,300159000,155637019,280169855
(주)농심,004370,2014/12,197145455,271860472,153021334,252060638
(주)농심,004370,2015/12,212722739,284687443,157388438,264153822
(주)농심,004370,2016/12,223807761,278898859,165436188,254056485
(주)농심,004370,2017/12,223841601,236482973,164644408,213875164
(주)농심,004370,2018/12,197470949,234872745,158615162,212589874
(주)농심,004370,2019/12,211395170,250177883,163835961,226275238
(주)농심홀딩스,072710,2011/12,93447737,46436925,0,0
(주)농심홀딩스,072710,2012/12,87138055,58070883,0,0
(주)농심홀딩스,072710,2013/12,100076821,52265516,0,0
(주)농심홀딩스,072710,2014/12,68139564,43489555,0,0
(주)농심홀딩스,072710,2015/12,94620934,48319200,0,0
(주)농심홀딩스,072710,2016/12,111605136,51098194,0,0
(주)농심홀딩스,072710,2017/12,80070672,50696697,0,0
(주)농심홀딩스,072710,2018/12,81936398,51798977,0,0
(주)농심홀딩스,072710,2019/12,76224396,32527460,0,0
