회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원)
(주)엠디에스테크,086960,2018/12,19601721,-11967479,-1600511,20470809,-21008600,-1380960
(주)엠디에스테크,086960,2019/12,7058972,1060141,-2872441,4945650,6933309,-3910678
(주)엠씨넥스,097520,2012/12,-2419818,-9321419,12633544,-3329036,2023656,5199116
(주)엠씨넥스,097520,2013/12,11560473,-23000503,14154736,36606102,-52326341,26999465
(주)엠씨넥스,097520,2014/12,-9007296,-16444834,26599090,1118910,-34235069,34689108
(주)엠씨넥스,097520,2015/12,58255114,-24620697,-20650029,81886507,-26098475,-37013606
(주)엠씨넥스,097520,2016/12,-34183707,-22197429,51578269,-12667500,-28603651,45090125
(주)엠씨넥스,097520,2017/12,-1191830,-40217517,42363287,65520287,-100576910,58861679
(주)엠씨넥스,097520,2018/12,122561948,-13705187,-70080227,125537619,-47024734,-75225424
(주)엠씨넥스,097520,2019/12,-10246239,-13619774,-28188065,116042108,-104176745,-28634550
(주)엠아이텍,179290,2018/12,2036978,-13113639,16074722,2038977,-13095626,16074722
(주)엠아이텍,179290,2019/12,3108529,-5454723,1115503,3106524,-5462730,1115503
(주)엠에스씨,009780,2011/12,2088619,-8734979,6040879,1441164,-7982156,6040879
(주)엠에스씨,009780,2012/12,14986108,-5060148,-9851922,15013282,-5166419,-9851922
(주)엠에스씨,009780,2013/12,15348963,-8256439,-6824116,14941015,-7815957,-6824116
(주)엠에스씨,009780,2014/12,2007445,-6968999,5761269,1528179,-6505988,5761269
(주)엠에스씨,009780,2015/12,9195524,-7559531,-2809966,8693407,-7109789,-2809966
(주)엠에스씨,009780,2016/12,23205477,-15325789,-2584338,23012166,-15098363,-2584338
(주)엠에스씨,009780,2017/12,7194389,-8511555,-2145613,7023555,-8344247,-2145613
(주)엠에스씨,009780,2018/12,9158877,-4955516,-1875334,8946319,-4765241,-1875334
(주)엠에스씨,009780,2019/12,15358758,-12285762,-4438405,15163105,-12092679,-4438405
(주)엠에스오토텍,123040,2011/12,9266091,-50834980,38033326,14462513,-114867814,94576500
(주)엠에스오토텍,123040,2012/12,-42379587,-55628430,97962143,-2817440,-97112429,108433813
(주)엠에스오토텍,123040,2013/12,61116590,-54993002,-7305560,83745686,-98324421,10791061
(주)엠에스오토텍,123040,2014/12,54916382,-62160450,7047387,87884611,-94236191,11972598
(주)엠에스오토텍,123040,2015/12,69097859,-70291002,1656122,67736342,-104876184,28632404
(주)엠에스오토텍,123040,2016/12,11065225,-1437213,-9284136,93868290,-2802806,-78222153
(주)엠에스오토텍,123040,2017/12,30769318,-13653640,-1307807,65278475,-68477171,16721966
(주)엠에스오토텍,123040,2018/12,48749966,-19744874,-44875526,87784557,-57258813,-37930385
(주)엠에스오토텍,123040,2019/12,26554060,-66806293,39422413,159851409,-222134167,95482695
(주)엠투엔,033310,2011/12,-1637448,-1648484,3258098,,,
(주)엠투엔,033310,2012/12,11472173,7308033,-19130760,,,
(주)엠투엔,033310,2013/12,8614622,-550608,-8109356,,,
(주)엠투엔,033310,2014/12,5217744,-5429726,219628,6406509,-3682801,219628
(주)엠투엔,033310,2015/12,1388468,13810,-1412966,4190817,-2136314,-1412966
(주)엠투엔,033310,2016/12,2755155,-1705495,-297323,5252280,-1164413,-332813
(주)엠투엔,033310,2017/12,800458,-509175,-411116,1806221,-871735,-714396
(주)엠투엔,033310,2018/12,1342080,-5226397,3869478,2056305,-6605910,2519964
(주)엠투엔,033310,2019/12,2045384,585153,-1515309,2436279,-2637876,347063
(주)엠플러스,259630,2017/12,-8807886,-2457145,22121566,,,
(주)엠플러스,259630,2018/12,-5102760,-17757963,20486476,,,
(주)엠플러스,259630,2019/12,-15646889,-1963540,9342578,-15633371,-1951397,9342578
(주)엠피대산,065150,2011/12,15143175,-15240862,-1215915,14858995,-15673297,-174291
(주)엠피대산,065150,2012/12,19341982,5093319,-22847915,18886733,11836307,-22870691
(주)엠피대산,065150,2013/12,3723712,-3642759,-1215915,1534604,-5355766,-1028945
(주)엠피대산,065150,2014/12,334603,-9621210,17368671,188075,-9529500,17369152
(주)엠피대산,065150,2015/12,-3590796,-24374984,17822746,-4959699,-19040389,18796738
(주)엠피대산,065150,2016/12,-7651309,-6673983,14000000,-3133547,-10109969,15696121
(주)엠피대산,065150,2017/12,-11528011,29840649,-17952633,-7652980,21908411,-10766260
(주)엠피대산,065150,2018/12,-1459985,24549969,-19383667,-6641457,7682864,-4733224
(주)엠피대산,065150,2019/12,-1221905,-3000884,4688218,-5371753,-21445116,22404862
(주)연우,115960,2015/12,25208204,-25970102,32277290,,,
(주)연우,115960,2016/12,24884214,-35748926,-615222,24757615,-31253900,-615222
(주)연우,115960,2017/12,19390134,-37195737,14536722,19389731,-38966605,16197393
(주)연우,115960,2018/12,11657228,-33885651,20577583,10882882,-34794949,22572006
(주)연우,115960,2019/12,45135377,-20090159,-13896602,43629600,-26345273,-9246302
(주)연이비앤티,090740,2011/12,11814070,-4486188,-2812400,2482279,-8633144,-15215132
(주)연이비앤티,090740,2012/12,9944606,6257018,-14516400,28010364,3238585,-11067174
(주)연이비앤티,090740,2013/12,12924077,-5249440,-13634988,3513495,-19444429,-11392304
(주)연이비앤티,090740,2014/12,8677318,-11702607,3943259,22263575,-17598254,1878750
(주)연이비앤티,090740,2015/12,6178296,-5221809,-2095005,-6932103,-7273235,9183771
(주)연이비앤티,090740,2016/12,7238092,-524478,-3400000,12532260,-1965573,-9176964
(주)연이비앤티,090740,2017/12,8653364,-8518484,1552500,11446544,-10545142,2214732
(주)연이비앤티,090740,2018/12,3980020,-10400451,5000000,9222654,-14090645,2706388
(주)연이비앤티,090740,2019/12,528897,-40057551,36157626,17693097,-44065025,33253253
(주)영우디에스피,143540,2014/12,-4953413,-4538930,10162121,,,
(주)영우디에스피,143540,2015/12,2140356,-5937227,3680752,,,
(주)영우디에스피,143540,2016/12,-1545607,-3265745,15914214,-1544703,-3153415,15914214
(주)영우디에스피,143540,2017/12,376516,-11829679,34773035,331161,-11829679,34773035
(주)영우디에스피,143540,2018/12,1822170,-143904,-6168886,1914463,20187,-6168886
(주)영우디에스피,143540,2019/12,-21145490,-2484419,-1766101,-21356405,-2507775,-1766101
(주)영원무역,111770,2011/12,74801049,-10176687,3396611,141505266,-57051393,1817278
(주)영원무역,111770,2012/12,77779491,-146025377,27237153,178555183,-234313385,27249541
(주)영원무역,111770,2013/12,58060217,-126963797,96049204,101967691,-172191544,91910528
(주)영원무역,111770,2014/12,88643460,-87695356,-6589668,194701837,-92949037,-68031219
(주)영원무역,111770,2015/12,125117101,-119016084,116427746,258355120,-167113512,156357616
(주)영원무역,111770,2016/12,111307194,-114024873,-32511906,101895100,-102198108,8783005
(주)영원무역,111770,2017/12,96095011,-29044404,-84174456,159143300,-162685082,-51757063
(주)영원무역,111770,2018/12,73539711,-40801845,-48217295,183941793,-116867007,-80426376
(주)영원무역,111770,2019/12,59837965,16476092,-33458104,231753126,-111660337,-25136019
(주)영원무역홀딩스,009970,2011/12,36892539,-23406298,-13298167,197433065,-92360316,-59875638
(주)영원무역홀딩스,009970,2012/12,20693452,-35548575,16256960,146574871,-176313758,1491010
(주)영원무역홀딩스,009970,2013/12,15770581,-2022496,-15302449,177051820,-189086427,73055162
(주)영원무역홀딩스,009970,2014/12,21961455,0,-21802449,210409793,-76437692,-121090157
(주)영원무역홀딩스,009970,2015/12,9530530,212465,-8302449,299344826,-173932891,149645085
(주)영원무역홀딩스,009970,2016/12,13680761,-1991000,-5802449,129248634,-102653145,1363160
(주)영원무역홀딩스,009970,2017/12,10579860,-3096697,-5802449,191077551,-193120571,-54341725
(주)영원무역홀딩스,009970,2018/12,14701046,-10715255,-6549439,271732948,-134589850,-83061662
(주)영원무역홀딩스,009970,2019/12,20993624,-11925828,-9569454,282483205,-238348426,-32666948
(주)영풍,000670,2011/12,94502211,-64527239,-19386150,77837575,-101467085,32484583
(주)영풍,000670,2012/12,108494850,-139245280,-52744713,176730832,-217435586,-30458857
(주)영풍,000670,2013/12,88902764,-49639372,-39465631,340919631,-173893636,-163452140
(주)영풍,000670,2014/12,89235570,-75132350,11990688,212656677,-166446694,-11282326
(주)영풍,000670,2015/12,102744731,-99350604,-18939380,214716684,-129057132,-38539231
(주)영풍,000670,2016/12,61060447,37046769,-13728170,79355359,12578636,-53379274
(주)영풍,000670,2017/12,17521453,-94427450,40758992,183789100,-378598021,180890914
(주)영풍,000670,2018/12,104561741,-115941807,4730003,119029754,-175709528,55017239
(주)영풍,000670,2019/12,135002592,-105332679,-47447984,206908090,-156694732,-74062005
(주)영흥,012160,2011/12,2316287,-35995702,13460698,9485444,-31521249,7434178
(주)영흥,012160,2012/12,6894653,-7825122,-742725,6547744,-17639845,5179501
(주)영흥,012160,2013/12,7324635,-184892,-7031584,22702151,-18829062,-4014888
(주)영흥,012160,2014/12,1397378,-23809615,21202972,9084873,-29177839,19713669
(주)영흥,012160,2015/12,-225495,2075003,-2230827,5053253,1361069,-6674647
(주)영흥,012160,2016/12,8535195,-4279116,1654400,9447212,-6941741,1775558
(주)영흥,012160,2017/12,-2405443,-5609476,2046069,-1970500,-6162421,2046069
(주)영흥,012160,2018/12,5402730,-3720257,4184048,7915391,-5928095,4184048
(주)영흥,012160,2019/12,-7734521,-6803042,10970445,-8682327,-9417555,14471895
(주)예림당,036000,2011/12,14091033,-17293600,-5828911,14988782,-18985445,-4625771
(주)예림당,036000,2012/12,11460913,-17035499,1840666,10589161,-15440517,2290666
(주)예림당,036000,2013/12,6770657,-10815048,3651735,9577489,-9868764,3665728
(주)예림당,036000,2014/12,12310239,-714612,-10437542,33774825,-18795672,2841291
(주)예림당,036000,2015/12,-381778,-1150520,119016,31271324,-26109942,-810823
(주)예림당,036000,2016/12,7759796,-5639176,-1929958,46470696,-33942882,-16529296
(주)예림당,036000,2017/12,1422939,-1802482,1151290,114438928,-22737564,1223482
(주)예림당,036000,2018/12,690296,5557444,-6048018,33770340,-125003846,193887434
(주)예림당,036000,2019/12,-3297495,7766309,-19767,122618636,-121836505,-96426316
(주)예선테크,250930,2016/12,,,,,,
(주)예선테크,250930,2017/12,,,,,,
(주)예선테크,250930,2018/12,,,,,,
(주)예선테크,250930,2019/12,2647140,7636423,-4039216,4996271,7305878,-4504496
(주)예스코홀딩스,015360,2011/12,51094013,-8783836,-11457843,85185593,-4710132,-60020631
(주)예스코홀딩스,015360,2012/12,85751662,-89179280,-33190272,103542759,-117896131,-25687748
(주)예스코홀딩스,015360,2013/12,55662223,-9635882,-8681493,58074455,-10860562,-14314988
(주)예스코홀딩스,015360,2014/12,36519813,-36641615,-4848270,36806772,-25594060,-14554032
(주)예스코홀딩스,015360,2015/12,31618185,-50001704,-39788013,54594295,-103402436,-11890098
(주)예스코홀딩스,015360,2016/12,56472472,-210790184,75028281,35526691,-94100678,-10045266
(주)예스코홀딩스,015360,2017/12,80010325,-110859224,62078827,84843311,-106304653,63207607
(주)예스코홀딩스,015360,2018/12,66839991,109864106,-13100940,-21208927,-28014645,77518902
(주)예스코홀딩스,015360,2019/12,7851796,-58450878,23074528,98649093,-75433056,13729018
(주)예스티,122640,2015/12,9206391,-5832013,12524608,,,
(주)예스티,122640,2016/12,-4884834,-6371173,384198,-4884656,-6194158,384198
(주)예스티,122640,2017/12,-5939125,-12753917,26586620,-5986848,-12759156,26586620
(주)예스티,122640,2018/12,5096986,-36166640,17239353,5144983,-36161401,17239353
(주)예스티,122640,2019/12,-4882406,-33930784,42545100,-5021807,-32462517,42321670
(주)오공,045060,2011/12,1359079,-152623,-2683459,887954,-393794,-2063752
(주)오공,045060,2012/12,3565338,-485249,-808978,3115930,-1038685,622886
(주)오공,045060,2013/12,5984237,-7458071,1437328,6279864,-6043401,1793379
(주)오공,045060,2014/12,4242568,-10122597,3359918,1772866,-11706028,7429182
(주)오공,045060,2015/12,3408744,-3901623,3568759,4889939,-5363329,5033759
(주)오공,045060,2016/12,7298989,894229,-5406834,11175755,-1986909,-4306834
(주)오공,045060,2017/12,2981722,1996058,-4919829,8712592,-1485590,-4129829
(주)오공,045060,2018/12,3488640,-8495416,9182530,9358271,-4092564,720566
(주)오공,045060,2019/12,4532687,-4278667,-5440862,11780119,-8458465,-7781379
(주)오디텍,080520,2011/12,4362010,-3426677,-84061,4112059,-3501188,-232653
(주)오디텍,080520,2012/12,15062195,-5776980,-2216135,16394522,-5838977,-2223093
(주)오디텍,080520,2013/12,21899382,-7240853,-1855557,23463422,-9274287,-1940538
(주)오디텍,080520,2014/12,13023227,-3138161,-1525468,15941228,-4314332,-2509938
(주)오디텍,080520,2015/12,14564157,-4522485,-2998865,16157429,-6340537,-2892294
(주)오디텍,080520,2016/12,11596835,-10334588,-1139084,13484463,-12403748,-1139084
(주)오디텍,080520,2017/12,5840582,-18547669,-3481703,6830092,-20031508,-3588278
(주)오디텍,080520,2018/12,1692887,-4157814,-1115724,4383574,-4736121,-2833644
(주)오디텍,080520,2019/12,1510063,-2514611,-1190877,2762783,-3556873,-1190877
(주)오뚜기,007310,2011/12,87765036,-61549189,-12538998,91476784,-64478688,-12194773
(주)오뚜기,007310,2012/12,64554502,-43261499,4585319,87117955,-79109505,20677161
(주)오뚜기,007310,2013/12,103690542,-31473856,-43421139,118359804,-52701718,-34754396
(주)오뚜기,007310,2014/12,110994907,-144676249,26165158,117376751,-151742056,34055148
(주)오뚜기,007310,2015/12,107208310,-77433276,-33893085,111458299,-81391757,-37161587
(주)오뚜기,007310,2016/12,127023931,-120350114,-34426571,148877518,-133416254,-40221793
(주)오뚜기,007310,2017/12,89852338,-67177007,-43869739,108591310,-84623190,-49925896
(주)오뚜기,007310,2018/12,163311701,-172456186,8629530,196932952,-271908629,69949450
(주)오뚜기,007310,2019/12,142863571,-79781077,-65701004,186342384,-137276864,-63838754
(주)오르비텍,046120,2011/12,-164902,1980598,-2701448,,,
(주)오르비텍,046120,2012/12,4727514,-4396803,425357,4573658,-4280762,725357
(주)오르비텍,046120,2013/12,-4269318,-16076695,20402502,-4322823,-17537829,22611897
(주)오르비텍,046120,2014/12,1857732,-2594034,-809859,,,
(주)오르비텍,046120,2015/12,-1090505,-196083,6084924,,,
(주)오르비텍,046120,2016/12,891871,-17323836,15275046,,,
(주)오르비텍,046120,2017/12,-2159229,-14209268,28931445,-2254888,-12807112,28931445
(주)오르비텍,046120,2018/12,-7031,-12008426,1927516,167040,-9569355,2327516
(주)오르비텍,046120,2019/12,-3613999,-1770323,8280716,-2905061,-5252057,8280716
(주)오리엔탈정공,014940,2011/12,-20162924,-14426027,44762552,-21672897,-26023211,70969127
(주)오리엔탈정공,014940,2012/12,2328989,-14559620,7418409,40463299,-6933288,-44153791
(주)오리엔탈정공,014940,2013/12,-1055897,17645212,-17294610,-1707449,6345790,-17409095
(주)오리엔탈정공,014940,2014/12,-6598527,-999450,3524334,-6556527,-1294266,4023237
(주)오리엔탈정공,014940,2015/12,5121092,1787667,-12172,2029876,1889220,2979176
(주)오리엔탈정공,014940,2016/12,7837398,6320463,-7886952,16634136,6077926,-16057624
(주)오리엔탈정공,014940,2017/12,2322130,-8225930,0,-7468900,118371,981900
(주)오리엔탈정공,014940,2018/12,-5265958,3005663,4346783,-1995833,-572645,4184023
(주)오리엔탈정공,014940,2019/12,5135291,1915869,-5116477,11596713,-4454583,-5120261
(주)오리엔트바이오,002630,2011/03,1556632,21379258,-20067661,-6308623,17357823,-17385936
(주)오리엔트바이오,002630,2012/03,-1108934,-9078070,6079534,-7867483,-8180380,12333815
(주)오리엔트바이오,002630,2013/03,3440691,-5651713,2609519,5094251,-11906921,6593970
(주)오리엔트바이오,002630,2014/03,494549,-9192861,8703879,2169073,-12637874,9643083
(주)오리엔트바이오,002630,2015/03,-686042,-3979571,4173841,1603028,-8043732,6561113
(주)오리엔트바이오,002630,2016/03,-2069852,-20332739,26217649,912429,-19248512,25526187
(주)오리엔트바이오,002630,2017/03,-1401695,2125018,10189267,-4652575,-5555640,20779028
(주)오리엔트바이오,002630,2018/03,-4593357,-32004396,39970869,-1966434,-26523948,33918713
(주)오리엔트바이오,002630,2019/03,-1558511,9337273,-16965755,-11539791,-26732343,23003741
(주)오리엔트정공,065500,2011/12,-12661444,-4255072,12940823,,,
(주)오리엔트정공,065500,2012/12,-1062397,3995234,-2719873,,,
(주)오리엔트정공,065500,2013/12,4953065,-3901089,-1142252,,,
(주)오리엔트정공,065500,2014/12,584741,-6358921,6019089,,,
(주)오리엔트정공,065500,2015/12,3294409,-3266059,862265,3294409,-3248010,862265
(주)오리엔트정공,065500,2016/12,904541,-13269847,21674722,1448981,-12060846,21127850
(주)오리엔트정공,065500,2017/12,3106576,-10483086,2996059,4252643,-3171098,-5190405
(주)오리엔트정공,065500,2018/12,-805132,-28289317,30016789,-7551355,-17763118,28454773
(주)오리엔트정공,065500,2019/12,2207715,-9009341,2233734,3760183,-12561921,2896138
(주)오리온,271560,2017/12,77930457,-40221818,-53033824,193241820,-17037509,-155289211
(주)오리온,271560,2018/12,122829398,-60979692,-45208006,400594004,-114902103,-199237110
(주)오리온,271560,2019/12,121293985,-63504641,-72756834,347826333,-187462728,-184384587
(주)오리온홀딩스,001800,2011/12,-5033839,6772269,8989230,170252314,-99312954,13631480
(주)오리온홀딩스,001800,2012/12,49563333,-97633001,63201413,249804778,-414751165,167620021
(주)오리온홀딩스,001800,2013/12,53369567,-77553961,1189840,292382498,-386846813,117138418
(주)오리온홀딩스,001800,2014/12,63528271,-57361544,-6579464,215706935,-120643174,-111958202
(주)오리온홀딩스,001800,2015/12,110821025,-72616640,-35661772,482078533,-302165059,-143871528
(주)오리온홀딩스,001800,2016/12,75769006,48679078,-119385543,340626405,-43000076,-308935385
