회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS연결)(천원),계속영업이익(손실)(IFRS연결)(천원)
(주)네이처셀,007390,2019/12,,
(주)네패스,033640,2011/12,19031713,-2295720
(주)네패스,033640,2012/12,41458626,11958578
(주)네패스,033640,2013/12,-920160,-15756842
(주)네패스,033640,2014/12,6851009,-6258931
(주)네패스,033640,2015/12,3876809,-15652533
(주)네패스,033640,2016/12,8242290,18538042
(주)네패스,033640,2017/12,19305346,4289187
(주)네패스,033640,2018/12,22028888,24865813
(주)네패스,033640,2019/12,61591419,32275110
(주)넥센,005720,2011/12,15934948,39245536
(주)넥센,005720,2012/12,24640937,74432025
(주)넥센,005720,2013/12,84320909,69078325
(주)넥센,005720,2014/12,88240250,78942509
(주)넥센,005720,2015/12,85770458,77791797
(주)넥센,005720,2016/12,109069008,99387101
(주)넥센,005720,2017/12,73407303,81842411
(주)넥센,005720,2018/12,143585322,88542209
(주)넥센,005720,2019/12,225120255,113665525
(주)넥스턴바이오사이언스,089140,2011/12,,
(주)넥스턴바이오사이언스,089140,2012/12,,
(주)넥스턴바이오사이언스,089140,2013/12,,
(주)넥스턴바이오사이언스,089140,2014/12,,
(주)넥스턴바이오사이언스,089140,2015/12,,
(주)넥스턴바이오사이언스,089140,2016/12,,
(주)넥스턴바이오사이언스,089140,2017/12,,
(주)넥스턴바이오사이언스,089140,2018/12,,
(주)넥스턴바이오사이언스,089140,2019/12,,
(주)넥스트아이,137940,2011/12,,
(주)넥스트아이,137940,2012/12,6881417,4846342
(주)넥스트아이,137940,2013/12,5310652,4256862
(주)넥스트아이,137940,2014/12,3774180,3488533
(주)넥스트아이,137940,2015/12,2741035,3027494
(주)넥스트아이,137940,2016/12,3696037,3542939
(주)넥스트아이,137940,2017/12,1290427,-2083040
(주)넥스트아이,137940,2018/12,8381537,-6984417
(주)넥스트아이,137940,2019/12,3690399,-3034500
(주)넥스트엔터테인먼트월드,160550,2014/12,6063352,3053001
(주)넥스트엔터테인먼트월드,160550,2015/12,-2526524,917304
(주)넥스트엔터테인먼트월드,160550,2016/12,6642150,3565697
(주)넥스트엔터테인먼트월드,160550,2017/12,-5157021,-7461325
(주)넥스트엔터테인먼트월드,160550,2018/12,-10606138,-14763933
(주)넥스트엔터테인먼트월드,160550,2019/12,-8149288,-11086371
(주)넥슨게임즈,225570,2015/12,,
(주)넥슨게임즈,225570,2016/12,,
(주)넥슨게임즈,225570,2017/12,,
(주)넥슨게임즈,225570,2018/12,,
(주)넥슨게임즈,225570,2019/12,,
(주)넵튠,217270,2015/12,,
(주)넵튠,217270,2016/12,-3118452,-3993819
(주)넵튠,217270,2017/12,-8615886,32090781
(주)넵튠,217270,2018/12,-18370835,-36924774
(주)넵튠,217270,2019/12,-10119370,-20788823
(주)노랑풍선,104620,2019/12,-2058522,-1655833
(주)노루페인트,090350,2011/12,14821355,8855546
(주)노루페인트,090350,2012/12,17351743,4594714
(주)노루페인트,090350,2013/12,21002598,11801316
(주)노루페인트,090350,2014/12,26986413,15348682
(주)노루페인트,090350,2015/12,30678401,32736913
(주)노루페인트,090350,2016/12,31193284,9500106
(주)노루페인트,090350,2017/12,27753419,29444479
(주)노루페인트,090350,2018/12,22666974,12742107
(주)노루페인트,090350,2019/12,29162610,18899753
(주)노루홀딩스,000320,2011/12,15269331,16898358
(주)노루홀딩스,000320,2012/12,17078759,18920682
(주)노루홀딩스,000320,2013/12,22821706,35979220
(주)노루홀딩스,000320,2014/12,33741697,37093086
(주)노루홀딩스,000320,2015/12,27230575,88213849
(주)노루홀딩스,000320,2016/12,22703393,20862481
(주)노루홀딩스,000320,2017/12,17260449,61978338
(주)노루홀딩스,000320,2018/12,10236607,2664076
(주)노루홀딩스,000320,2019/12,25013197,19914490
(주)노바렉스,194700,2018/12,11334721,9151951
(주)노바렉스,194700,2019/12,16305801,14506483
(주)노바텍,285490,2018/12,6672041,6867267
(주)노바텍,285490,2019/12,5524953,5493009
(주)노블엠앤비,106520,2012/12,10884359,7906235
(주)노블엠앤비,106520,2013/12,22475678,17180083
(주)노블엠앤비,106520,2014/12,2005395,-4693738
(주)노블엠앤비,106520,2015/12,-13208369,-12191197
(주)노블엠앤비,106520,2016/12,-22834860,-48675871
(주)노블엠앤비,106520,2017/12,-16187767,-26087212
(주)노블엠앤비,106520,2018/12,-17705186,-41279668
(주)노블엠앤비,106520,2019/12,-1591638,-13979836
(주)노터스,278650,2019/12,6732641,4553784
(주)녹십자,006280,2011/12,88336683,57600774
(주)녹십자,006280,2012/12,74355683,55611788
(주)녹십자,006280,2013/12,78808461,72027708
(주)녹십자,006280,2014/12,96965896,86789123
(주)녹십자,006280,2015/12,91680270,95687082
(주)녹십자,006280,2016/12,78451576,65152451
(주)녹십자,006280,2017/12,90297778,56711043
(주)녹십자,006280,2018/12,50150708,34249900
(주)녹십자,006280,2019/12,40254540,-11287400
(주)녹십자엠에스,142280,2014/12,,
(주)녹십자엠에스,142280,2015/12,1411213,603258
(주)녹십자엠에스,142280,2016/12,-1938985,-2559573
(주)녹십자엠에스,142280,2017/12,133529,-2344279
(주)녹십자엠에스,142280,2018/12,-5918853,-11228629
(주)녹십자엠에스,142280,2019/12,-4443105,-16350335
(주)녹십자웰빙,234690,2019/12,,
(주)녹십자홀딩스,005250,2011/12,99800853,60528699
(주)녹십자홀딩스,005250,2012/12,88978261,20653596
(주)녹십자홀딩스,005250,2013/12,94901863,80790983
(주)녹십자홀딩스,005250,2014/12,115192884,101469183
(주)녹십자홀딩스,005250,2015/12,107609076,112848610
(주)녹십자홀딩스,005250,2016/12,99255538,74263537
(주)녹십자홀딩스,005250,2017/12,111971957,70728142
(주)녹십자홀딩스,005250,2018/12,49332045,19378934
(주)녹십자홀딩스,005250,2019/12,30379584,-30476552
(주)녹원씨엔아이,065560,2011/12,1426237,865590
(주)녹원씨엔아이,065560,2012/12,-1640686,-4716733
(주)녹원씨엔아이,065560,2013/12,-3576058,-5649832
(주)녹원씨엔아이,065560,2014/12,-4468416,-5026045
(주)녹원씨엔아이,065560,2015/12,455438,-6522538
(주)녹원씨엔아이,065560,2016/12,-2345735,-11030251
(주)녹원씨엔아이,065560,2017/12,7589053,427241
(주)녹원씨엔아이,065560,2018/12,16597962,6203820
(주)녹원씨엔아이,065560,2019/12,8699313,-9154372
(주)농심,004370,2011/12,115843797,83877581
(주)농심,004370,2012/12,96891951,-9166417
(주)농심,004370,2013/12,92602717,86896539
(주)농심,004370,2014/12,73543113,64454972
(주)농심,004370,2015/12,118287933,117412116
(주)농심,004370,2016/12,89702884,199229661
(주)농심,004370,2017/12,96383976,90685629
(주)농심,004370,2018/12,88559996,84301647
(주)농심,004370,2019/12,78816049,71068947
(주)농심홀딩스,072710,2011/12,51759938,42644072
(주)농심홀딩스,072710,2012/12,18607688,15183918
(주)농심홀딩스,072710,2013/12,52689304,46713893
(주)농심홀딩스,072710,2014/12,31698775,25646283
(주)농심홀딩스,072710,2015/12,55682329,47616483
(주)농심홀딩스,072710,2016/12,86852708,79394495
(주)농심홀딩스,072710,2017/12,47059611,40697627
(주)농심홀딩스,072710,2018/12,41106516,46770181
(주)농심홀딩스,072710,2019/12,41256827,36622341
(주)누리플랜,069140,2011/12,3759735,3282300
(주)누리플랜,069140,2012/12,-1799507,-1159928
(주)누리플랜,069140,2013/12,-3799158,-3219792
(주)누리플랜,069140,2014/12,,
(주)누리플랜,069140,2015/12,,
(주)누리플랜,069140,2016/12,,
(주)누리플랜,069140,2017/12,482432,-13777
(주)누리플랜,069140,2018/12,-2318449,369979
(주)누리플랜,069140,2019/12,-2268368,-3243838
(주)누리플렉스,040160,2011/12,1231600,-821326
(주)누리플렉스,040160,2012/12,-3097687,-11299861
(주)누리플렉스,040160,2013/12,2090744,-1423346
(주)누리플렉스,040160,2014/12,1266110,1470047
(주)누리플렉스,040160,2015/12,8767965,4417066
(주)누리플렉스,040160,2016/12,7862133,6493314
(주)누리플렉스,040160,2017/12,2076427,-5736045
(주)누리플렉스,040160,2018/12,17333068,11747611
(주)누리플렉스,040160,2019/12,11613034,8862080
(주)누보,332290,2019/12,,
(주)뉴로스,126870,2012/12,5525442,2730708
(주)뉴로스,126870,2013/12,4797347,2919447
(주)뉴로스,126870,2014/12,-55367,303993
(주)뉴로스,126870,2015/12,543551,592683
(주)뉴로스,126870,2016/12,1641486,1087741
(주)뉴로스,126870,2017/12,2272884,-5534148
(주)뉴로스,126870,2018/12,878736,-7535670
(주)뉴로스,126870,2019/12,-4788021,-25139887
(주)뉴보텍,060260,2011/12,,
(주)뉴보텍,060260,2012/12,,
(주)뉴보텍,060260,2013/12,,
(주)뉴보텍,060260,2014/12,,
(주)뉴보텍,060260,2015/12,,
(주)뉴보텍,060260,2016/12,,
(주)뉴보텍,060260,2017/12,,
(주)뉴보텍,060260,2018/12,,
(주)뉴보텍,060260,2019/12,,
(주)뉴인텍,012340,2011/12,1618962,-249628
(주)뉴인텍,012340,2012/12,-5878917,-9081082
(주)뉴인텍,012340,2013/12,-1795969,-3087073
(주)뉴인텍,012340,2014/12,-4401128,-3299830
(주)뉴인텍,012340,2015/12,-804024,-1656483
(주)뉴인텍,012340,2016/12,-9271971,-9653746
(주)뉴인텍,012340,2017/12,-1621779,-3572013
(주)뉴인텍,012340,2018/12,-2987869,-3941089
(주)뉴인텍,012340,2019/12,272960,-1101245
(주)뉴트리,270870,2018/12,9893473,2137856
(주)뉴트리,270870,2019/12,11951750,9467873
(주)뉴파워프라즈마,144960,2016/12,12554726,11007602
(주)뉴파워프라즈마,144960,2017/12,22765945,18572325
(주)뉴파워프라즈마,144960,2018/12,11806531,13252599
(주)뉴파워프라즈마,144960,2019/12,3652654,5296883
(주)뉴프렉스,085670,2011/12,1060359,-700995
(주)뉴프렉스,085670,2012/12,4140607,2247470
(주)뉴프렉스,085670,2013/12,1391336,-3635586
(주)뉴프렉스,085670,2014/12,3819170,2252975
(주)뉴프렉스,085670,2015/12,-1198001,-1628513
(주)뉴프렉스,085670,2016/12,891381,-2492083
(주)뉴프렉스,085670,2017/12,7066663,4313976
(주)뉴프렉스,085670,2018/12,10551258,7370622
(주)뉴프렉스,085670,2019/12,-9956858,-9634357
(주)다나와,119860,2011/12,3688181,4363445
(주)다나와,119860,2012/12,5181948,5316174
(주)다나와,119860,2013/12,5464241,5568093
(주)다나와,119860,2014/12,5185895,4942345
(주)다나와,119860,2015/12,5713586,6053364
(주)다나와,119860,2016/12,8534448,8935066
(주)다나와,119860,2017/12,15244766,13513869
(주)다나와,119860,2018/12,20166523,16395902
(주)다나와,119860,2019/12,28520423,23583163
(주)다날,064260,2011/12,-1829977,-6407215
(주)다날,064260,2012/12,-2069506,-11550466
(주)다날,064260,2013/12,4545416,200553
(주)다날,064260,2014/12,4089071,339414
(주)다날,064260,2015/12,888330,-2560814
(주)다날,064260,2016/12,5228036,-3910673
(주)다날,064260,2017/12,17262767,10686294
(주)다날,064260,2018/12,8799571,-2918329
(주)다날,064260,2019/12,10888164,18923687
(주)다보링크,340360,2019/12,,
(주)다산네트웍스,039560,2011/12,-2843155,-4326996
(주)다산네트웍스,039560,2012/12,3711295,-11462517
(주)다산네트웍스,039560,2013/12,5741802,2871682
(주)다산네트웍스,039560,2014/12,2374151,-2721496
(주)다산네트웍스,039560,2015/12,397020,-3252620
(주)다산네트웍스,039560,2016/12,-13332213,-46647061
(주)다산네트웍스,039560,2017/12,30815,-3628923
(주)다산네트웍스,039560,2018/12,10205189,-25278284
(주)다산네트웍스,039560,2019/12,-194075,-9404564
(주)다우기술,023590,2011/12,178736236,121305698
(주)다우기술,023590,2012/12,102751561,95931116
(주)다우기술,023590,2013/12,81203508,54080871
(주)다우기술,023590,2014/12,120242100,84949965
(주)다우기술,023590,2015/12,260528899,202618955
(주)다우기술,023590,2016/12,253412926,191778564
(주)다우기술,023590,2017/12,331503633,243142590
(주)다우기술,023590,2018/12,323946012,222293897
(주)다우기술,023590,2019/12,507538853,395545907
(주)다우데이타,032190,2011/12,179927955,114141739
(주)다우데이타,032190,2012/12,101144647,69159576
(주)다우데이타,032190,2013/12,96602962,64894276
(주)다우데이타,032190,2014/12,137404693,98091227
(주)다우데이타,032190,2015/12,274338679,257433924
(주)다우데이타,032190,2016/12,264165612,186025271
(주)다우데이타,032190,2017/12,353592373,236635584
(주)다우데이타,032190,2018/12,361633241,232931787
(주)다우데이타,032190,2019/12,558977520,408847438
(주)다원시스,068240,2011/12,,
(주)다원시스,068240,2012/12,,
(주)다원시스,068240,2013/12,,
(주)다원시스,068240,2014/12,7000009,6002020
(주)다원시스,068240,2015/12,7939118,8245573
(주)다원시스,068240,2016/12,9238031,6764328
(주)다원시스,068240,2017/12,8829227,5399255
(주)다원시스,068240,2018/12,8692099,6033173
(주)다원시스,068240,2019/12,8255509,4247763
(주)다이나믹디자인,145210,2015/12,12100997,1363780
(주)다이나믹디자인,145210,2016/12,5480570,-18627817
(주)다이나믹디자인,145210,2017/12,-4220826,-33732957
(주)다이나믹디자인,145210,2018/12,-27003102,-43968228
(주)다이나믹디자인,145210,2019/12,-10507464,-5543390
(주)대교,019680,2011/12,68878673,50427956
(주)대교,019680,2012/12,31654977,29570928
(주)대교,019680,2013/12,31706546,32222639
(주)대교,019680,2014/12,30685187,38224764
(주)대교,019680,2015/12,43044537,46060282
(주)대교,019680,2016/12,42846850,41790443
(주)대교,019680,2017/12,45484920,41618843
(주)대교,019680,2018/12,25606558,19224517
(주)대교,019680,2019/12,29395531,17155260
(주)대구백화점,006370,2011/03,,
(주)대구백화점,006370,2012/03,,
(주)대구백화점,006370,2013/03,,
(주)대구백화점,006370,2014/03,4350970,5745803
(주)대구백화점,006370,2015/03,1283843,3420596
(주)대구백화점,006370,2016/03,652885,6356321
(주)대구백화점,006370,2017/03,-8427823,-7021333
(주)대구백화점,006370,2018/12,-18417446,-29621331
(주)대구백화점,006370,2019/12,-14239579,-20340661
(주)대덕,008060,2011/12,56845727,46295245
(주)대덕,008060,2012/12,56362234,48564650
(주)대덕,008060,2013/12,1000231,8398540
(주)대덕,008060,2014/12,,
(주)대덕,008060,2015/12,,
(주)대덕,008060,2016/12,,
(주)대덕,008060,2017/12,,
(주)대덕,008060,2018/12,34804636,264713548
(주)대덕,008060,2019/12,46436524,64557559
(주)대동,000490,2011/12,14613218,6288657
(주)대동,000490,2012/12,652028,-1364479
(주)대동,000490,2013/12,5935336,-986787
(주)대동,000490,2014/12,6463561,5002864
(주)대동,000490,2015/12,5433244,3539311
(주)대동,000490,2016/12,-12977718,-17972703
(주)대동,000490,2017/12,17177383,9854811
(주)대동,000490,2018/12,5219511,1464262
(주)대동,000490,2019/12,24519413,3001676
(주)대동스틸,048470,2011/12,,
(주)대동스틸,048470,2012/12,,
(주)대동스틸,048470,2013/12,,
(주)대동스틸,048470,2014/12,,
(주)대동스틸,048470,2015/12,,
(주)대동스틸,048470,2016/12,,
(주)대동스틸,048470,2017/12,,
(주)대동스틸,048470,2018/12,,
(주)대동스틸,048470,2019/12,,
(주)대륙제관,004780,2011/12,,
(주)대륙제관,004780,2012/12,,
(주)대륙제관,004780,2013/12,,
(주)대륙제관,004780,2014/12,,
(주)대륙제관,004780,2015/12,,
(주)대륙제관,004780,2016/12,,
(주)대륙제관,004780,2017/12,,
(주)대륙제관,004780,2018/12,,
(주)대륙제관,004780,2019/12,,
(주)대림제지,017650,2011/12,,
(주)대림제지,017650,2012/12,,
(주)대림제지,017650,2013/12,,
(주)대림제지,017650,2014/12,,
(주)대림제지,017650,2015/12,,
(주)대림제지,017650,2016/12,,
(주)대림제지,017650,2017/12,4980325,3254628
(주)대림제지,017650,2018/12,13359354,12874056
(주)대림제지,017650,2019/12,,
(주)대명소노시즌,007720,2011/12,-11157600,-7779076
(주)대명소노시즌,007720,2012/12,-5663847,-17134477
(주)대명소노시즌,007720,2013/12,5704562,4207310
(주)대명소노시즌,007720,2014/12,7060549,7871852
(주)대명소노시즌,007720,2015/12,-4603828,-3206023
(주)대명소노시즌,007720,2016/12,254470,-1596418
(주)대명소노시즌,007720,2017/12,7808218,15754795
(주)대명소노시즌,007720,2018/12,9104713,-7952844
(주)대명소노시즌,007720,2019/12,3886672,244120
(주)대성미생물연구소,036480,2011/12,,
(주)대성미생물연구소,036480,2012/12,,
(주)대성미생물연구소,036480,2013/12,,
(주)대성미생물연구소,036480,2014/12,,
(주)대성미생물연구소,036480,2015/12,,
(주)대성미생물연구소,036480,2016/12,,
(주)대성미생물연구소,036480,2017/12,,
(주)대성미생물연구소,036480,2018/12,,
(주)대성미생물연구소,036480,2019/12,,
(주)대성엘텍,025440,2011/12,-7760531,-13381325
(주)대성엘텍,025440,2012/12,3444874,-8511915
(주)대성엘텍,025440,2013/12,-2187862,-23994182
(주)대성엘텍,025440,2014/12,6994999,852046
(주)대성엘텍,025440,2015/12,4135620,1400672
(주)대성엘텍,025440,2016/12,5711527,1923022
(주)대성엘텍,025440,2017/12,2063147,-2985747
(주)대성엘텍,025440,2018/12,-1414248,-2658889
(주)대성엘텍,025440,2019/12,-6910419,-10691972
(주)대성파인텍,104040,2011/12,4627160,3791192
(주)대성파인텍,104040,2012/12,4562225,3685255
(주)대성파인텍,104040,2013/12,4752863,3160941
(주)대성파인텍,104040,2014/12,4043614,3316225
(주)대성파인텍,104040,2015/12,5346537,4005081
(주)대성파인텍,104040,2016/12,4906064,3951523
(주)대성파인텍,104040,2017/12,3264517,2137708
(주)대성파인텍,104040,2018/12,757768,2813735
(주)대성파인텍,104040,2019/12,311808,142737
(주)대양금속,009190,2011/12,-23481341,-64301573
(주)대양금속,009190,2012/12,-29215302,-71375108
(주)대양금속,009190,2013/12,-4107540,-10008188
(주)대양금속,009190,2014/12,-10506719,-18097262
(주)대양금속,009190,2015/12,,
(주)대양금속,009190,2016/12,,
(주)대양금속,009190,2017/12,,
(주)대양금속,009190,2018/12,,
(주)대양금속,009190,2019/12,,
(주)대우건설,047040,2011/12,331859285,173553923
