회사명,거래소코드,회계년도,투자활동으로 인한 현금흐름(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원)
(주)네오위즈홀딩스,042420,2016/12,17365373,-3610592
(주)네오위즈홀딩스,042420,2017/12,3342156,-3795737
(주)네오위즈홀딩스,042420,2018/12,1244546,-10379834
(주)네오위즈홀딩스,042420,2019/12,8318867,-30611618
(주)네오크레마,311390,2019/12,-14673364,-13443333
(주)네오티스,085910,2011/12,918054,
(주)네오티스,085910,2012/12,-7938780,
(주)네오티스,085910,2013/12,-6150864,-10104604
(주)네오티스,085910,2014/12,-13515162,-14612981
(주)네오티스,085910,2015/12,-2018691,-1569453
(주)네오티스,085910,2016/12,-3213511,-3410371
(주)네오티스,085910,2017/12,-3607283,-3860423
(주)네오티스,085910,2018/12,-2504211,-2757109
(주)네오티스,085910,2019/12,-4449199,-5136546
(주)네오팜,092730,2011/12,-1135975,
(주)네오팜,092730,2012/12,-1024056,
(주)네오팜,092730,2013/12,-1154473,
(주)네오팜,092730,2014/12,208656,
(주)네오팜,092730,2015/12,-2678727,
(주)네오팜,092730,2016/12,-8878813,-7934673
(주)네오팜,092730,2017/12,-11531492,-11307148
(주)네오팜,092730,2018/12,-9417490,-8866878
(주)네오팜,092730,2019/12,-53320285,-53205113
(주)네오펙트,290660,2018/12,-13886574,-5060289
(주)네오펙트,290660,2019/12,-26003048,-23396159
(주)네온테크,306620,2018/12,,
(주)네온테크,306620,2019/12,,
(주)네이블커뮤니케이션즈,153460,2012/12,-9692005,
(주)네이블커뮤니케이션즈,153460,2013/12,29524,
(주)네이블커뮤니케이션즈,153460,2014/12,-747213,-287234
(주)네이블커뮤니케이션즈,153460,2015/12,316424,
(주)네이블커뮤니케이션즈,153460,2016/12,-2436951,
(주)네이블커뮤니케이션즈,153460,2017/12,664660,
(주)네이블커뮤니케이션즈,153460,2018/12,3570679,
(주)네이블커뮤니케이션즈,153460,2019/12,-2842836,
(주)네이처셀,007390,2011/12,-1290166,
(주)네이처셀,007390,2012/12,-785819,
(주)네이처셀,007390,2013/12,-1438625,
(주)네이처셀,007390,2014/12,1254348,
(주)네이처셀,007390,2015/12,-16413985,
(주)네이처셀,007390,2016/12,-4877344,
(주)네이처셀,007390,2017/12,751016,
(주)네이처셀,007390,2018/12,1550557,
(주)네이처셀,007390,2019/12,-30724774,
(주)네패스,033640,2011/12,-27558107,-44298600
(주)네패스,033640,2012/12,-62028512,-66005412
(주)네패스,033640,2013/12,-60829700,-69591663
(주)네패스,033640,2014/12,-50178253,-26922992
(주)네패스,033640,2015/12,-31768600,-56337096
(주)네패스,033640,2016/12,-32828009,-27543384
(주)네패스,033640,2017/12,-63310069,-57990196
(주)네패스,033640,2018/12,-15806824,-12304666
(주)네패스,033640,2019/12,-159062864,-175066943
(주)넥센,005720,2011/12,-21873312,-22128878
(주)넥센,005720,2012/12,-8349132,-23261720
(주)넥센,005720,2013/12,-2626704,-6118337
(주)넥센,005720,2014/12,-19452147,-24839981
(주)넥센,005720,2015/12,-6850896,-6429636
(주)넥센,005720,2016/12,-22653364,-14450016
(주)넥센,005720,2017/12,36420060,33340188
(주)넥센,005720,2018/12,-24414584,-148308248
(주)넥센,005720,2019/12,12817330,-255427085
(주)넥스턴바이오사이언스,089140,2011/12,-4109408,
(주)넥스턴바이오사이언스,089140,2012/12,3034373,
(주)넥스턴바이오사이언스,089140,2013/12,-26977,
(주)넥스턴바이오사이언스,089140,2014/12,-110068,
(주)넥스턴바이오사이언스,089140,2015/12,-2803347,
(주)넥스턴바이오사이언스,089140,2016/12,-40142429,
(주)넥스턴바이오사이언스,089140,2017/12,13098148,
(주)넥스턴바이오사이언스,089140,2018/12,5753906,
(주)넥스턴바이오사이언스,089140,2019/12,-1653139,
(주)넥스트아이,137940,2011/12,-11893782,
(주)넥스트아이,137940,2012/12,-1653342,-313974
(주)넥스트아이,137940,2013/12,-5755698,-5753520
(주)넥스트아이,137940,2014/12,-5268720,-4478733
(주)넥스트아이,137940,2015/12,-497042,-1096650
(주)넥스트아이,137940,2016/12,-41285064,-30892575
(주)넥스트아이,137940,2017/12,-25092717,-16902030
(주)넥스트아이,137940,2018/12,14320499,6090112
(주)넥스트아이,137940,2019/12,-1153709,-18436224
(주)넥스트엔터테인먼트월드,160550,2014/12,-2356823,-1753200
(주)넥스트엔터테인먼트월드,160550,2015/12,-24095026,-21045370
(주)넥스트엔터테인먼트월드,160550,2016/12,-30502557,-26746376
(주)넥스트엔터테인먼트월드,160550,2017/12,-6086843,-3213723
(주)넥스트엔터테인먼트월드,160550,2018/12,-11972464,-16296295
(주)넥스트엔터테인먼트월드,160550,2019/12,-14716145,-21916846
(주)넥슨게임즈,225570,2015/12,,
(주)넥슨게임즈,225570,2016/12,,
(주)넥슨게임즈,225570,2017/12,11085145,
(주)넥슨게임즈,225570,2018/12,-9819717,
(주)넥슨게임즈,225570,2019/12,-25781157,
(주)넵튠,217270,2015/12,,
(주)넵튠,217270,2016/12,1429739,2889163
(주)넵튠,217270,2017/12,-11879769,-14061522
(주)넵튠,217270,2018/12,-50754721,-42495591
(주)넵튠,217270,2019/12,-7779180,3406931
(주)노랑풍선,104620,2019/12,-19064205,-18830401
(주)노루페인트,090350,2011/12,-24491997,-26257212
(주)노루페인트,090350,2012/12,-39088670,-39662528
(주)노루페인트,090350,2013/12,-5609782,-5671662
(주)노루페인트,090350,2014/12,-12440306,-15648911
(주)노루페인트,090350,2015/12,-8548202,-9199771
(주)노루페인트,090350,2016/12,-24385441,-25836320
(주)노루페인트,090350,2017/12,-15907603,-17234474
(주)노루페인트,090350,2018/12,-11707242,-12383704
(주)노루페인트,090350,2019/12,-15833535,-21620904
(주)노루홀딩스,000320,2011/12,-659906,-25569684
(주)노루홀딩스,000320,2012/12,10263482,-26703150
(주)노루홀딩스,000320,2013/12,-6300371,-13369087
(주)노루홀딩스,000320,2014/12,-3437510,-22439832
(주)노루홀딩스,000320,2015/12,-14354649,69774105
(주)노루홀딩스,000320,2016/12,-27685822,-62089439
(주)노루홀딩스,000320,2017/12,-48090785,5208644
(주)노루홀딩스,000320,2018/12,-17552466,-17566731
(주)노루홀딩스,000320,2019/12,-22598864,-41451353
(주)노바렉스,194700,2018/12,-12635074,-12223336
(주)노바렉스,194700,2019/12,-22665952,-22402206
(주)노바텍,285490,2018/12,-125260,-6872462
(주)노바텍,285490,2019/12,-16879886,-14230177
(주)노블엠앤비,106520,2012/12,-22521625,-21835044
(주)노블엠앤비,106520,2013/12,-18965888,-18402867
(주)노블엠앤비,106520,2014/12,-35453901,-33652029
(주)노블엠앤비,106520,2015/12,-11512853,-14694240
(주)노블엠앤비,106520,2016/12,-15774865,-15349664
(주)노블엠앤비,106520,2017/12,-13638401,-4738461
(주)노블엠앤비,106520,2018/12,-7991049,-8660865
(주)노블엠앤비,106520,2019/12,-10496416,-8346993
(주)노터스,278650,2019/12,-15766523,-15847743
(주)녹십자,006280,2011/12,-23876457,-38627282
(주)녹십자,006280,2012/12,-84721357,-90349567
(주)녹십자,006280,2013/12,-60949177,-70400848
(주)녹십자,006280,2014/12,-158018254,-163415951
(주)녹십자,006280,2015/12,10642955,7835338
(주)녹십자,006280,2016/12,-70515083,-111085151
(주)녹십자,006280,2017/12,-17723631,14826383
(주)녹십자,006280,2018/12,-66420441,-86074867
(주)녹십자,006280,2019/12,-133336446,-177910174
(주)녹십자엠에스,142280,2014/12,-3528311,
(주)녹십자엠에스,142280,2015/12,-8540100,-7079669
(주)녹십자엠에스,142280,2016/12,-2522530,-2886399
(주)녹십자엠에스,142280,2017/12,-205490,-501716
(주)녹십자엠에스,142280,2018/12,-13798264,-9899766
(주)녹십자엠에스,142280,2019/12,-22127115,-22177703
(주)녹십자웰빙,234690,2019/12,-45436850,
(주)녹십자홀딩스,005250,2011/12,-11935712,-31601666
(주)녹십자홀딩스,005250,2012/12,238607701,-68107015
(주)녹십자홀딩스,005250,2013/12,-53496704,-92998574
(주)녹십자홀딩스,005250,2014/12,43014289,-102861659
(주)녹십자홀딩스,005250,2015/12,-52186615,-20058328
(주)녹십자홀딩스,005250,2016/12,-40194502,-199548949
(주)녹십자홀딩스,005250,2017/12,-101029869,-157277948
(주)녹십자홀딩스,005250,2018/12,-80059706,-171699823
(주)녹십자홀딩스,005250,2019/12,-13102929,-191063913
(주)녹원씨엔아이,065560,2011/12,4662746,4669313
(주)녹원씨엔아이,065560,2012/12,-437407,-644809
(주)녹원씨엔아이,065560,2013/12,-770465,1125679
(주)녹원씨엔아이,065560,2014/12,-149617,-263683
(주)녹원씨엔아이,065560,2015/12,-9785605,-11114680
(주)녹원씨엔아이,065560,2016/12,-3749717,-4821184
(주)녹원씨엔아이,065560,2017/12,-65556845,-80903223
(주)녹원씨엔아이,065560,2018/12,-12547687,-4311912
(주)녹원씨엔아이,065560,2019/12,-238043,-4553036
(주)농심,004370,2011/12,-135649131,-132688355
(주)농심,004370,2012/12,2197552,-12734700
(주)농심,004370,2013/12,-94661246,-83709220
(주)농심,004370,2014/12,-75829939,-68242162
(주)농심,004370,2015/12,-103622958,-167657609
(주)농심,004370,2016/12,-143694323,-134504676
(주)농심,004370,2017/12,-57163012,-79187476
(주)농심,004370,2018/12,-95778184,-128870982
(주)농심,004370,2019/12,-137673095,-30736185
(주)농심홀딩스,072710,2011/12,7220000,372555
(주)농심홀딩스,072710,2012/12,-51109,-16746806
(주)농심홀딩스,072710,2013/12,5750000,-14722978
(주)농심홀딩스,072710,2014/12,-28641,-30930113
(주)농심홀딩스,072710,2015/12,0,-6120339
(주)농심홀딩스,072710,2016/12,-5106727,-12471208
(주)농심홀딩스,072710,2017/12,6561255,396458
(주)농심홀딩스,072710,2018/12,-5453226,-10123157
(주)농심홀딩스,072710,2019/12,-4120203,-11958079
(주)누리플랜,069140,2011/12,-1759770,-1700681
(주)누리플랜,069140,2012/12,-10294667,-10165739
(주)누리플랜,069140,2013/12,-325787,-342958
(주)누리플랜,069140,2014/12,9053559,
(주)누리플랜,069140,2015/12,2459410,
(주)누리플랜,069140,2016/12,2005354,
(주)누리플랜,069140,2017/12,-357987,-222357
(주)누리플랜,069140,2018/12,-8232712,-4899451
(주)누리플랜,069140,2019/12,-11943751,-22827070
(주)누리플렉스,040160,2011/12,-15866184,-24072857
(주)누리플렉스,040160,2012/12,-4201250,-7290556
(주)누리플렉스,040160,2013/12,11551109,6665846
(주)누리플렉스,040160,2014/12,417601,-8091
(주)누리플렉스,040160,2015/12,-2322105,-5614216
(주)누리플렉스,040160,2016/12,-8541587,-8805595
(주)누리플렉스,040160,2017/12,-20513234,-22774861
(주)누리플렉스,040160,2018/12,-1967392,-6835863
(주)누리플렉스,040160,2019/12,-5718546,-7955723
(주)누보,332290,2019/12,,
(주)뉴로스,126870,2012/12,-4644873,-4662404
(주)뉴로스,126870,2013/12,-7603982,-7490088
(주)뉴로스,126870,2014/12,1842276,1924631
(주)뉴로스,126870,2015/12,-6554744,-6561966
(주)뉴로스,126870,2016/12,-13662123,-17337697
(주)뉴로스,126870,2017/12,-13512726,-14749443
(주)뉴로스,126870,2018/12,-30256566,-32236145
(주)뉴로스,126870,2019/12,3683015,9930695
(주)뉴보텍,060260,2011/12,198704,
(주)뉴보텍,060260,2012/12,42799,
(주)뉴보텍,060260,2013/12,-1065325,
(주)뉴보텍,060260,2014/12,-1561646,
(주)뉴보텍,060260,2015/12,-1846833,
(주)뉴보텍,060260,2016/12,-1293934,
(주)뉴보텍,060260,2017/12,-2249226,
(주)뉴보텍,060260,2018/12,-2417472,
(주)뉴보텍,060260,2019/12,-11262303,
(주)뉴인텍,012340,2011/12,-6610288,-6623570
(주)뉴인텍,012340,2012/12,-5873733,-2334928
(주)뉴인텍,012340,2013/12,-892052,1959205
(주)뉴인텍,012340,2014/12,70140,511872
(주)뉴인텍,012340,2015/12,-1702579,-4027178
(주)뉴인텍,012340,2016/12,-2850983,-2475096
(주)뉴인텍,012340,2017/12,-2846321,-3122182
(주)뉴인텍,012340,2018/12,-4236997,-2297156
(주)뉴인텍,012340,2019/12,-1626305,-2883209
(주)뉴트리,270870,2018/12,-6723113,-5918740
(주)뉴트리,270870,2019/12,-15336709,-8669068
(주)뉴파워프라즈마,144960,2016/12,-33992434,-32943830
(주)뉴파워프라즈마,144960,2017/12,-29486105,-29839328
(주)뉴파워프라즈마,144960,2018/12,687963,2679248
(주)뉴파워프라즈마,144960,2019/12,-8021728,-8211635
(주)뉴프렉스,085670,2011/12,-2484291,-1938144
(주)뉴프렉스,085670,2012/12,-5851983,-474784
(주)뉴프렉스,085670,2013/12,-9300115,-9489927
(주)뉴프렉스,085670,2014/12,-6520581,-7588715
(주)뉴프렉스,085670,2015/12,-5733070,-6401740
(주)뉴프렉스,085670,2016/12,-7659193,-7328108
(주)뉴프렉스,085670,2017/12,-13437315,-14455185
(주)뉴프렉스,085670,2018/12,-12945485,-26117598
(주)뉴프렉스,085670,2019/12,-1803261,-15939501
(주)다나와,119860,2011/12,-13371265,-12572209
(주)다나와,119860,2012/12,-15448837,-15453620
(주)다나와,119860,2013/12,-4988740,-3628088
(주)다나와,119860,2014/12,-8464610,-6641846
(주)다나와,119860,2015/12,-2828141,-1350715
(주)다나와,119860,2016/12,-4586693,-5168616
(주)다나와,119860,2017/12,-2760257,-490961
(주)다나와,119860,2018/12,-16668811,-15160846
(주)다나와,119860,2019/12,-14375725,-14460578
(주)다날,064260,2011/12,-4326818,36784
(주)다날,064260,2012/12,-15091137,-10292194
(주)다날,064260,2013/12,-10483114,-8342816
(주)다날,064260,2014/12,3992378,-4502329
(주)다날,064260,2015/12,-12880252,-15265366
(주)다날,064260,2016/12,-39884438,-33875092
(주)다날,064260,2017/12,1517971,12151201
(주)다날,064260,2018/12,-26841545,-18190948
(주)다날,064260,2019/12,-11667274,-3252637
(주)다보링크,340360,2019/12,,
(주)다산네트웍스,039560,2011/12,15695169,2157039
(주)다산네트웍스,039560,2012/12,-16659209,-7135263
(주)다산네트웍스,039560,2013/12,-5369870,-9317175
(주)다산네트웍스,039560,2014/12,-12258710,-5795527
(주)다산네트웍스,039560,2015/12,-27574460,-31566905
(주)다산네트웍스,039560,2016/12,-7921621,3118008
(주)다산네트웍스,039560,2017/12,-12747398,-36769968
(주)다산네트웍스,039560,2018/12,-12518224,-172011
(주)다산네트웍스,039560,2019/12,-17476139,-23347696
(주)다우기술,023590,2011/12,-50406106,-101448113
(주)다우기술,023590,2012/12,-24893418,-13765676
(주)다우기술,023590,2013/12,13115929,-68941501
(주)다우기술,023590,2014/12,-47504622,-59053777
(주)다우기술,023590,2015/12,-43630323,-125523850
(주)다우기술,023590,2016/12,-40965001,-631764197
(주)다우기술,023590,2017/12,-5726536,-273391876
(주)다우기술,023590,2018/12,-47035475,-783864490
(주)다우기술,023590,2019/12,-27821593,-374384900
(주)다우데이타,032190,2011/12,68595705,-11244008
(주)다우데이타,032190,2012/12,-4472243,-17165915
(주)다우데이타,032190,2013/12,-22993191,-114470155
(주)다우데이타,032190,2014/12,-15272976,-169233614
(주)다우데이타,032190,2015/12,-3573139,-170633277
(주)다우데이타,032190,2016/12,-25564005,-687100399
(주)다우데이타,032190,2017/12,-2415816,-289227696
(주)다우데이타,032190,2018/12,-28138076,-811987116
(주)다우데이타,032190,2019/12,-23427023,-400134824
(주)다원시스,068240,2011/12,-25344394,
(주)다원시스,068240,2012/12,-11970347,
(주)다원시스,068240,2013/12,-3941741,
(주)다원시스,068240,2014/12,-34434827,-35022247
(주)다원시스,068240,2015/12,-58756298,-56109548
(주)다원시스,068240,2016/12,6761046,1667234
(주)다원시스,068240,2017/12,-18303041,-21304275
(주)다원시스,068240,2018/12,-28602555,-26505326
(주)다원시스,068240,2019/12,-52376584,-58623518
(주)다이나믹디자인,145210,2015/12,-1218727,-6416583
(주)다이나믹디자인,145210,2016/12,-562454,-1593348
(주)다이나믹디자인,145210,2017/12,-11795165,1460634
(주)다이나믹디자인,145210,2018/12,3992448,7651933
(주)다이나믹디자인,145210,2019/12,13080871,14667160
(주)대교,019680,2011/12,-52473024,-53945796
(주)대교,019680,2012/12,-18781667,-42379290
(주)대교,019680,2013/12,-22810547,-28612178
(주)대교,019680,2014/12,-2970941,-12459928
(주)대교,019680,2015/12,-32833449,-16861954
(주)대교,019680,2016/12,-63099151,-64534630
(주)대교,019680,2017/12,-101801522,-102312000
(주)대교,019680,2018/12,-27902378,-24962872
(주)대교,019680,2019/12,-21645553,-15039452
(주)대구백화점,006370,2011/03,-41375237,
(주)대구백화점,006370,2012/03,-7922829,
(주)대구백화점,006370,2013/03,5213683,
(주)대구백화점,006370,2014/03,-13662264,-10822795
(주)대구백화점,006370,2015/03,-18496937,-14402149
(주)대구백화점,006370,2016/03,5582612,7978307
(주)대구백화점,006370,2017/03,2746181,-40559875
(주)대구백화점,006370,2018/12,-7088038,6778717
(주)대구백화점,006370,2019/12,17115693,15564450
(주)대덕,008060,2011/12,-87582871,-92303404
(주)대덕,008060,2012/12,-75926584,-76493193
(주)대덕,008060,2013/12,-65508849,-65800331
(주)대덕,008060,2014/12,-64044359,
(주)대덕,008060,2015/12,-70500842,
(주)대덕,008060,2016/12,-49258304,
(주)대덕,008060,2017/12,-57568582,
(주)대덕,008060,2018/12,-20717223,-15897175
(주)대덕,008060,2019/12,-138258375,-148955244
(주)대동,000490,2011/12,-18692352,-30077342
(주)대동,000490,2012/12,-24018014,-26941720
(주)대동,000490,2013/12,-12107223,-14331583
(주)대동,000490,2014/12,-17606817,-25213994
(주)대동,000490,2015/12,-17772191,-18989185
(주)대동,000490,2016/12,-9066361,-11412187
(주)대동,000490,2017/12,-19799342,-19111323
(주)대동,000490,2018/12,-41026044,-50339727
(주)대동,000490,2019/12,-23474192,-47178249
(주)대동스틸,048470,2011/12,131646,
(주)대동스틸,048470,2012/12,-321820,
(주)대동스틸,048470,2013/12,-3649933,
(주)대동스틸,048470,2014/12,-2430743,
(주)대동스틸,048470,2015/12,262917,
(주)대동스틸,048470,2016/12,850268,
(주)대동스틸,048470,2017/12,2252106,
(주)대동스틸,048470,2018/12,-6095737,
(주)대동스틸,048470,2019/12,1153232,
(주)대륙제관,004780,2011/12,-6366944,
(주)대륙제관,004780,2012/12,-8913233,
(주)대륙제관,004780,2013/12,-4611322,
(주)대륙제관,004780,2014/12,-6054418,
(주)대륙제관,004780,2015/12,-10299896,
(주)대륙제관,004780,2016/12,-14683421,
(주)대륙제관,004780,2017/12,-10413762,
(주)대륙제관,004780,2018/12,-7079950,
(주)대륙제관,004780,2019/12,-7167271,
(주)대림제지,017650,2011/12,-1281485,
