회사명,거래소코드,회계년도,이자보상배율(이자비용),이자보상배율(이자비용)(IFRS연결)
(주)씨제이이엔엠,035760,2002/12,17.02,
(주)씨제이이엔엠,035760,2003/12,9.61,
(주)씨제이이엔엠,035760,2004/12,14.17,
(주)씨제이이엔엠,035760,2005/12,59.48,
(주)씨제이이엔엠,035760,2006/12,12.56,
(주)씨제이이엔엠,035760,2007/12,7,3.19
(주)씨제이이엔엠,035760,2008/12,8.26,3.26
(주)씨제이이엔엠,035760,2009/12,5.13,3.81
(주)씨제이이엔엠,035760,2010/12,6.94,4.43
(주)씨제이이엔엠,035760,2011/12,9.48,5.92
(주)씨제이이엔엠,035760,2012/12,13.46,7.52
(주)씨제이이엔엠,035760,2013/12,18.88,7.19
(주)씨제이이엔엠,035760,2014/12,19.98,5.35
(주)씨제이이엔엠,035760,2015/12,22.81,6.06
(주)씨제이이엔엠,035760,2016/12,41.81,6.95
(주)씨제이이엔엠,035760,2017/12,548.79,11.09
(주)씨제이이엔엠,035760,2018/12,16.96,7.55
(주)씨제이이엔엠,035760,2019/12,12.52,9.09
(주)씨젠,096530,2007/12,,
(주)씨젠,096530,2008/12,-0.36,
(주)씨젠,096530,2009/12,14.93,
(주)씨젠,096530,2010/12,23,
(주)씨젠,096530,2011/12,21.86,
(주)씨젠,096530,2012/12,8.86,
(주)씨젠,096530,2013/12,10.48,
(주)씨젠,096530,2014/12,8.29,6.35
(주)씨젠,096530,2015/12,8.2,5.33
(주)씨젠,096530,2016/12,5.7,4.65
(주)씨젠,096530,2017/12,10.13,8.46
(주)씨젠,096530,2018/12,74.83,26.71
(주)씨젠,096530,2019/12,108.2,46.17
(주)씨티씨바이오,060590,2000/12,,
(주)씨티씨바이오,060590,2001/12,55.71,
(주)씨티씨바이오,060590,2002/12,53.58,
(주)씨티씨바이오,060590,2003/12,2.05,
(주)씨티씨바이오,060590,2004/12,2.32,
(주)씨티씨바이오,060590,2005/12,4.02,
(주)씨티씨바이오,060590,2006/12,3.63,
(주)씨티씨바이오,060590,2007/12,4.61,
(주)씨티씨바이오,060590,2008/12,3.74,
(주)씨티씨바이오,060590,2009/12,2.81,
(주)씨티씨바이오,060590,2010/12,1.36,1.04
(주)씨티씨바이오,060590,2011/12,0.33,0.27
(주)씨티씨바이오,060590,2012/12,5.4,5.66
(주)씨티씨바이오,060590,2013/12,1.48,1.49
(주)씨티씨바이오,060590,2014/12,0.63,0.12
(주)씨티씨바이오,060590,2015/12,1.56,1.83
(주)씨티씨바이오,060590,2016/12,-1.81,-1.25
(주)씨티씨바이오,060590,2017/12,-5.38,-4.7
(주)씨티씨바이오,060590,2018/12,-1.47,-1.54
(주)씨티씨바이오,060590,2019/12,0.8,-0.79
(주)씨티케이,260930,2016/12,,
(주)씨티케이,260930,2017/12,3132.04,3085.87
(주)씨티케이,260930,2018/12,999999999,999999999
(주)씨티케이,260930,2019/12,1019.26,10.42
(주)아가방앤컴퍼니,013990,2000/12,11.35,
(주)아가방앤컴퍼니,013990,2001/12,74.06,
(주)아가방앤컴퍼니,013990,2002/12,33.94,
(주)아가방앤컴퍼니,013990,2003/12,1.43,
(주)아가방앤컴퍼니,013990,2004/12,-3.55,
(주)아가방앤컴퍼니,013990,2005/12,23.41,
(주)아가방앤컴퍼니,013990,2006/12,13673.16,
(주)아가방앤컴퍼니,013990,2007/12,82234.39,
(주)아가방앤컴퍼니,013990,2008/12,1836.09,
(주)아가방앤컴퍼니,013990,2009/12,684.2,
(주)아가방앤컴퍼니,013990,2010/12,3132.98,36.12
(주)아가방앤컴퍼니,013990,2011/12,33.61,28.43
(주)아가방앤컴퍼니,013990,2012/12,13.52,13.09
(주)아가방앤컴퍼니,013990,2013/12,11.49,9.64
(주)아가방앤컴퍼니,013990,2014/12,-31.35,-28.74
(주)아가방앤컴퍼니,013990,2015/12,11.46,0.58
(주)아가방앤컴퍼니,013990,2016/12,18.46,7.05
(주)아가방앤컴퍼니,013990,2017/12,-10.57,-16.64
(주)아가방앤컴퍼니,013990,2018/12,-120.2,-106.56
(주)아가방앤컴퍼니,013990,2019/12,1.39,-10.89
(주)아나패스,123860,2008/12,,
(주)아나패스,123860,2009/12,187.01,
(주)아나패스,123860,2010/12,882.65,
(주)아나패스,123860,2011/12,2887.56,
(주)아나패스,123860,2012/12,999999999,
(주)아나패스,123860,2013/12,46.68,
(주)아나패스,123860,2014/12,40.3,
(주)아나패스,123860,2015/12,16.2,
(주)아나패스,123860,2016/12,28.6,
(주)아나패스,123860,2017/12,17.22,
(주)아나패스,123860,2018/12,-16.74,
(주)아나패스,123860,2019/12,-35.82,
(주)아난티,025980,2000/12,5,
(주)아난티,025980,2001/12,0.04,
(주)아난티,025980,2002/12,2.43,
(주)아난티,025980,2003/12,-6.02,
(주)아난티,025980,2004/12,-3.9,
(주)아난티,025980,2005/12,-15.88,
(주)아난티,025980,2006/12,3.97,
(주)아난티,025980,2007/12,-2.59,
(주)아난티,025980,2008/12,-1,-1.67
(주)아난티,025980,2009/12,2.84,
(주)아난티,025980,2010/12,2.16,
(주)아난티,025980,2011/12,-2.94,
(주)아난티,025980,2012/12,-0.52,-0.54
(주)아난티,025980,2013/12,-0.63,-0.66
(주)아난티,025980,2014/12,5.01,3.82
(주)아난티,025980,2015/12,13.76,22.01
(주)아난티,025980,2016/12,-5.44,19.01
(주)아난티,025980,2017/12,-2.15,1.28
(주)아난티,025980,2018/12,3.08,1.08
(주)아난티,025980,2019/12,1.58,0.31
(주)아리온테크놀로지,058220,2002/12,,
(주)아리온테크놀로지,058220,2003/12,7.4,
(주)아리온테크놀로지,058220,2004/12,16.77,
(주)아리온테크놀로지,058220,2005/12,12.67,
(주)아리온테크놀로지,058220,2006/12,-9.63,
(주)아리온테크놀로지,058220,2007/12,-3.56,
(주)아리온테크놀로지,058220,2008/12,-7.12,
(주)아리온테크놀로지,058220,2009/12,-3.86,
(주)아리온테크놀로지,058220,2010/12,27.44,
(주)아리온테크놀로지,058220,2011/12,18.33,
(주)아리온테크놀로지,058220,2012/12,41.73,
(주)아리온테크놀로지,058220,2013/12,9.32,
(주)아리온테크놀로지,058220,2014/12,4.36,
(주)아리온테크놀로지,058220,2015/12,10.65,
(주)아리온테크놀로지,058220,2016/12,-22.21,-20.97
(주)아리온테크놀로지,058220,2017/12,-8.76,-7.79
(주)아리온테크놀로지,058220,2018/12,-1.6,-1.41
(주)아리온테크놀로지,058220,2019/12,0.24,0.36
